"pollnum","pollname","ngroups","nindices","freqdis","extdis","freqgrp","extgrp","freqdis_se","extdis_se","freqgrp_se","extgrp_se"
"1","UK EU","16","4","0.3984375","0.099650288224507","0.3359375","0.110676537461636","0.071032197553617","0.0101514684428676","0.0531785881630939","0.0169744449568851"
"2","UK Health","15","11","0.441947565543071","0.0160435379747178","0.494423791821561","-0.0177435521038599","0.0416933651510317","0.00848745935505202","0.0326410202318819","0.00977538648052609"
"3","UK Monarchy","15","4","0.466666666666667","0.0162834165841724","0.433333333333333","0.00802724946403575","0.0585314103188359","0.0223635875485466","0.0781736063320099","0.0239875704286501"
"4","UK General Election","15","4","0.475","0.0231163142573902","0.533333333333333","0.00749154086965326","0.0455566288673772","0.0136357908061233","0.0455219240025356","0.0162163414141108"
"5","Australia Republic Referendum","24","5","0.463157894736842","0.0979562542720438","0.614583333333333","-0.00236914777930403","0.0510859267330895","0.0178724050163075","0.0503891109268659","0.013397292816681"
"6","UK Crime","20","5","0.437185929648241","0.0117377478248799","0.604060913705584","-0.0138685237235377","0.0356235249939548","0.00921812570249668","0.0450899697750844","0.0126594484463423"
"7","Tomorrow's Europe (EU)","18","7","0.593625498007968","0.0402128526630519","0.53968253968254","-0.0056290766139617","0.0310294690977522","0.0109518324230195","0.0696048980219194","0.0182890247821894"
"8","Central Power & Light","16","7","0.479166666666667","0.0173132103261626","0.357894736842105","0.0100795447370932","0.0361675932071725","0.0160072204355508","0.0535218340690833","0.0248349082972087"
"9","Zeguo Township","16","9","0.458333333333333","0.0309059923515717","0.444852941176471","-0.0106181815498393","0.0322420826643993","0.0163014329924766","0.0413908287455393","0.0219542211004092"
"10","Bulgarian National","17","5","0.525925925925926","0.0550176076794816","0.564039408866995","-0.0136376922553143","0.0304602346625559","0.00629467551037114","0.0360446419371008","0.00739007447439806"
"11","Europolis","25","2","0.474747474747475","0.0212983004649671","0.292929292929293","0.033396990215172","0.0505706620369809","0.0115127655150437","0.0953057725749829","0.0290102030923211"
"12","New Haven, CT","16","3","0.484375","0.0317491317581799","0.65625","-0.0173556480554452","0.125000001380772","0.0144810638009432","0.0624999999635081","0.046526586457053"
"13","National Issues Convention 2","24","9","0.472093023255814","0.022392930907456","0.341067285382831","0.0309198006310125","0.0240179871636994","0.00454174196522871","0.0499565785242566","0.00728669286110162"
"14","By the People: National","15","9","0.535315985130111","0.0136499556670166","0.364312267657993","0.0180462661110965","0.0303643563945041","0.00996018481317656","0.029520497706914","0.0115698893077033"
"15","By the People 2004 US General Election","15","6","0.561111111111111","0.0110070203380645","0.511111111111111","0.00735223009569879","0.0416253829947164","0.0113616872025963","0.0374968006036899","0.0139586288429293"
"16","By the People 2004 US Presidential Primaries","16","3","0.505263157894737","0.00269071637155403","0.364583333333333","-0.00327766781235584","0.0549742616295325","0.00977612282521285","0.0507504897277094","0.00725629071619174"
"17","San Mateo, CA","26","7","0.545","0.0347203583896784","0.44","0.0243811102972602","0.039733534745894","0.00911752419108212","0.0370028479196322","0.011195439812848"
"18","By the People: Health and Education","30","11","0.515290519877676","0.0103545431212739","0.52073732718894","-0.0010539857082263","0.0260940588521035","0.00700555016846286","0.0353544786732376","0.00813300241524931"
"19","West Texas Utilities","14","7","0.482142857142857","0.0224671817380151","0.359281437125749","0.0295030675359701","0.0542940725835049","0.0100454513973836","0.0551965957696717","0.00883386979411625"
"20","National Issues Convention","30","9","0.512059369202226","0.0211368254504266","0.506542056074766","0.000112442837664768","0.022385461824386","0.01249420159896","0.0483235051085086","0.0211654862691241"
"21","Southwestern Electric Power","14","7","0.439759036144578","0.0278256244722108","0.365269461077844","0.0230431107905571","0.04946266487485","0.00919168938975814","0.0397581914787685","0.00584429234450519"
NA,"Mean","18.9047619047619","6.38095238095238","0.488885929287395","0.0298823719446106","0.459248828760815","0.0103560197830955","0.00800950270157668","0.00205523493946722","0.00968264685946672","0.00238512596480111"
NA,"Weighted Mean (By Indices and Groups)","20.9762093414808","7.56926320904579","0.494622128035213","0.0274890048771107","0.464029423823433","0.00812813140055893","0.00876649206008852","0.00264493052275057","0.0112892307371862","0.00371207970581687"
NA,NA,NA,NA,NA,NA,NA,NA,"0.559818738520962","0","0.0015421438866734","0.0306329421554109"
"","Precision Wtd Mean","","","0.499401403194935","0.0281477808150176","0.463550220856084","0.0103807378720427","0.0119933056439102","0.00325045579882688","0.0143694030648452","0.0041713094979758"
