"unique_id","poll_id","poll_name","group_id","freqgrp_grp","extgrp_grp","freqdis_grp","extdis_grp"
"9101nh.t1manvol",12,"New Haven",9101,TRUE,-0.15625,TRUE,-0.125
"9102nh.t1manvol",12,"New Haven",9102,TRUE,-0.205357142857143,TRUE,-0.0833333333333333
"9103nh.t1manvol",12,"New Haven",9103,TRUE,-0.232142857142857,FALSE,0.046875
"9104nh.t1manvol",12,"New Haven",9104,TRUE,-0.078125,FALSE,0.0416666666666667
"9105nh.t1manvol",12,"New Haven",9105,TRUE,-0.11875,TRUE,-0.0885416666666666
"9106nh.t1manvol",12,"New Haven",9106,TRUE,-0.0625,TRUE,-0.0416666666666667
"9107nh.t1manvol",12,"New Haven",9107,TRUE,-0.15625,FALSE,0.135416666666667
"9108nh.t1manvol",12,"New Haven",9108,TRUE,-0.046875,FALSE,0.0208333333333333
"9109nh.t1manvol",12,"New Haven",9109,TRUE,-0.138888888888889,FALSE,0.075
"9110nh.t1manvol",12,"New Haven",9110,TRUE,-0.140625,FALSE,0.1125
"9111nh.t1manvol",12,"New Haven",9111,TRUE,-0.153409090909091,FALSE,0.225
"9112nh.t1manvol",12,"New Haven",9112,TRUE,-0.125,FALSE,0.03125
"9113nh.t1manvol",12,"New Haven",9113,TRUE,-0.135416666666667,TRUE,-0.15625
"9114nh.t1manvol",12,"New Haven",9114,FALSE,0.0089285714285714,TRUE,-0.0416666666666667
"9115nh.t1manvol",12,"New Haven",9115,TRUE,-0.0576923076923077,TRUE,-0.00347222222222221
"9116nh.t1manvol",12,"New Haven",9116,FALSE,0.0625,FALSE,0
"9101nh.t1endexp",12,"New Haven",9101,TRUE,0.15625,TRUE,0.125
"9102nh.t1endexp",12,"New Haven",9102,TRUE,0.205357142857143,TRUE,0.229166666666667
"9103nh.t1endexp",12,"New Haven",9103,TRUE,0.232142857142857,TRUE,0.234375
"9104nh.t1endexp",12,"New Haven",9104,TRUE,0.078125,TRUE,0.104166666666667
"9105nh.t1endexp",12,"New Haven",9105,TRUE,0.11875,TRUE,0.171875
"9106nh.t1endexp",12,"New Haven",9106,TRUE,0.0625,TRUE,0.0416666666666667
"9107nh.t1endexp",12,"New Haven",9107,FALSE,-0.15625,FALSE,-0.135416666666667
"9108nh.t1endexp",12,"New Haven",9108,FALSE,-0.046875,FALSE,-0.0208333333333333
"9109nh.t1endexp",12,"New Haven",9109,TRUE,0.138888888888889,TRUE,0.1875
"9110nh.t1endexp",12,"New Haven",9110,FALSE,-0.140625,FALSE,-0.1125
"9111nh.t1endexp",12,"New Haven",9111,FALSE,-0.153409090909091,FALSE,-0.225
"9112nh.t1endexp",12,"New Haven",9112,TRUE,0.125,TRUE,0.1875
"9113nh.t1endexp",12,"New Haven",9113,TRUE,0.135416666666667,TRUE,0.15625
"9114nh.t1endexp",12,"New Haven",9114,FALSE,-0.0089285714285714,TRUE,0.145833333333333
"9115nh.t1endexp",12,"New Haven",9115,TRUE,0.0576923076923077,TRUE,0.1875
"9116nh.t1endexp",12,"New Haven",9116,TRUE,0.0625,TRUE,0.03125
"9201nic2.t1envir",13,"National Issues Convention 2",9201,TRUE,-0.0291666686534882,FALSE,0.125
"9202nic2.t1envir",13,"National Issues Convention 2",9202,FALSE,0.0714285714285714,FALSE,0.0625
"9203nic2.t1envir",13,"National Issues Convention 2",9203,FALSE,0.0749999965940202,FALSE,0.0416666616996129
"9204nic2.t1envir",13,"National Issues Convention 2",9204,TRUE,-0.104166666666667,FALSE,0.0833333333333333
"9205nic2.t1envir",13,"National Issues Convention 2",9205,TRUE,-0.0125000000000001,FALSE,0.09375
"9206nic2.t1envir",13,"National Issues Convention 2",9206,TRUE,-0.15625,TRUE,-0.208333333333333
"9207nic2.t1envir",13,"National Issues Convention 2",9207,TRUE,-0.302499997615814,FALSE,0.116666664679845
"9208nic2.t1envir",13,"National Issues Convention 2",9208,TRUE,-0.146875001490116,TRUE,-0.183333337306976
"9209nic2.t1envir",13,"National Issues Convention 2",9209,FALSE,0.0277777777777778,TRUE,-0.1
"9210nic2.t1envir",13,"National Issues Convention 2",9210,FALSE,0.046875,FALSE,0.0149999976158143
"9211nic2.t1envir",13,"National Issues Convention 2",9211,FALSE,0.0295454534617338,FALSE,0.0350000023841859
"9212nic2.t1envir",13,"National Issues Convention 2",9212,TRUE,-0.015625,TRUE,-0.0750000029802322
"9213nic2.t1envir",13,"National Issues Convention 2",9213,FALSE,0.0749999980131786,FALSE,0.0499999970197678
"9214nic2.t1envir",13,"National Issues Convention 2",9214,TRUE,-0.285714285714286,TRUE,-0.0416666666666667
"9215nic2.t1envir",13,"National Issues Convention 2",9215,TRUE,-0.138461539378533,FALSE,0.21875
"9216nic2.t1envir",13,"National Issues Convention 2",9216,FALSE,0.0874999960263571,FALSE,0.0374999940395355
"9217nic2.t1envir",13,"National Issues Convention 2",9217,FALSE,-0.0291666686534882,FALSE,-0.125
"9218nic2.t1envir",13,"National Issues Convention 2",9218,FALSE,-0.0714285714285714,FALSE,-0.0625
"9219nic2.t1envir",13,"National Issues Convention 2",9219,TRUE,0.0749999965940202,TRUE,0.112499997019768
"9220nic2.t1envir",13,"National Issues Convention 2",9220,FALSE,-0.104166666666667,FALSE,-0.0833333333333333
"9221nic2.t1envir",13,"National Issues Convention 2",9221,FALSE,-0.0125000000000001,FALSE,-0.09375
"9222nic2.t1envir",13,"National Issues Convention 2",9222,TRUE,0.15625,TRUE,0.208333333333333
"9223nic2.t1envir",13,"National Issues Convention 2",9223,TRUE,0.302499997615814,TRUE,0.304166664679845
"9224nic2.t1envir",13,"National Issues Convention 2",9224,TRUE,0.146875001490116,TRUE,0.183333337306976
"9201nic2.t1usseca",13,"National Issues Convention 2",9201,TRUE,0.0277777777777778,TRUE,0.1
"9202nic2.t1usseca",13,"National Issues Convention 2",9202,TRUE,0.046875,FALSE,-0.0149999976158143
"9203nic2.t1usseca",13,"National Issues Convention 2",9203,TRUE,0.0295454534617338,FALSE,-0.0350000023841859
"9204nic2.t1usseca",13,"National Issues Convention 2",9204,FALSE,-0.015625,TRUE,0.0750000029802322
"9205nic2.t1usseca",13,"National Issues Convention 2",9205,FALSE,-0.0749999980131786,FALSE,-0.0499999970197678
"9206nic2.t1usseca",13,"National Issues Convention 2",9206,TRUE,0.285714285714286,TRUE,0.0416666666666667
"9207nic2.t1usseca",13,"National Issues Convention 2",9207,FALSE,-0.138461539378533,FALSE,-0.21875
"9208nic2.t1usseca",13,"National Issues Convention 2",9208,FALSE,-0.0874999960263571,FALSE,-0.0374999940395355
"9209nic2.t1usseca",13,"National Issues Convention 2",9209,FALSE,0.0661111036936441,FALSE,0.0552083253860474
"9210nic2.t1usseca",13,"National Issues Convention 2",9210,TRUE,-0.0761111120382946,FALSE,0.119444444775581
"9211nic2.t1usseca",13,"National Issues Convention 2",9211,FALSE,0.00937499827705324,FALSE,0.00555555025736487
"9212nic2.t1usseca",13,"National Issues Convention 2",9212,TRUE,-0.0388888895511628,TRUE,-0.000833338499069192
"9213nic2.t1usseca",13,"National Issues Convention 2",9213,FALSE,0.0190476184444769,FALSE,0.0287037094434103
"9214nic2.t1usseca",13,"National Issues Convention 2",9214,FALSE,0.0153846184794719,FALSE,0
"9215nic2.t1usseca",13,"National Issues Convention 2",9215,TRUE,-0.0505208317190409,TRUE,-0.0250000099341076
"9216nic2.t1usseca",13,"National Issues Convention 2",9216,FALSE,0.05769231571601,FALSE,0.0333333419901984
"9217nic2.t1usseca",13,"National Issues Convention 2",9217,TRUE,-0.0529761931725911,FALSE,9.93410753657997e-09
"9218nic2.t1usseca",13,"National Issues Convention 2",9218,TRUE,-0.00297618763787411,TRUE,-0.0069444477558136
"9219nic2.t1usseca",13,"National Issues Convention 2",9219,TRUE,-0.00952380576304024,FALSE,0.00416666865348814
"9220nic2.t1usseca",13,"National Issues Convention 2",9220,TRUE,-0.0297619072454317,TRUE,-0.0166666638106104
"9221nic2.t1usseca",13,"National Issues Convention 2",9221,FALSE,0.0338888863722483,TRUE,-0.0177083276212214
"9222nic2.t1usseca",13,"National Issues Convention 2",9222,FALSE,0.00333333412806203,FALSE,0.00833333532015468
"9223nic2.t1usseca",13,"National Issues Convention 2",9223,TRUE,-0.0285714375121253,TRUE,-0.100000023841858
"9224nic2.t1usseca",13,"National Issues Convention 2",9224,FALSE,0.0130952319928578,TRUE,-0.00952381747109554
"9201nic2.t1humrh2",13,"National Issues Convention 2",9201,FALSE,0.0423076932246869,TRUE,-0.0444444318612415
"9202nic2.t1humrh2",13,"National Issues Convention 2",9202,FALSE,0.00512820539566183,TRUE,-0.0437499955296516
"9203nic2.t1humrh2",13,"National Issues Convention 2",9203,FALSE,0.0182291697710752,TRUE,-0.0106060694564474
"9204nic2.t1humrh2",13,"National Issues Convention 2",9204,TRUE,-0.0738095236676081,FALSE,0.088333335518837
"9205nic2.t1humrh2",13,"National Issues Convention 2",9205,FALSE,0.0283333291610082,FALSE,0.0114583466202021
"9206nic2.t1humrh2",13,"National Issues Convention 2",9206,TRUE,-0.00833333035310113,TRUE,-0.0305555562178293
"9207nic2.t1humrh2",13,"National Issues Convention 2",9207,TRUE,-0.0148809467043195,TRUE,-0.0283333361148833
"9208nic2.t1humrh2",13,"National Issues Convention 2",9208,TRUE,-0.109027774383624,FALSE,0.152083326131105
"9209nic2.t1humrh2",13,"National Issues Convention 2",9209,FALSE,-0.0661111036936441,FALSE,-0.0552083253860474
"9210nic2.t1humrh2",13,"National Issues Convention 2",9210,FALSE,-0.0761111120382946,FALSE,-0.119444444775581
"9211nic2.t1humrh2",13,"National Issues Convention 2",9211,FALSE,-0.00937499827705324,FALSE,-0.00555555025736487
"9212nic2.t1humrh2",13,"National Issues Convention 2",9212,TRUE,0.0388888895511628,TRUE,0.000833338499069192
"9213nic2.t1humrh2",13,"National Issues Convention 2",9213,FALSE,-0.0190476184444769,FALSE,-0.0287037094434103
"9214nic2.t1humrh2",13,"National Issues Convention 2",9214,FALSE,-0.0153846184794719,FALSE,0
"9215nic2.t1humrh2",13,"National Issues Convention 2",9215,TRUE,0.0505208317190409,TRUE,0.0283333361148835
"9216nic2.t1humrh2",13,"National Issues Convention 2",9216,FALSE,-0.05769231571601,FALSE,-0.0333333419901984
"9217nic2.t1humrh2",13,"National Issues Convention 2",9217,FALSE,-0.0529761931725911,FALSE,-9.93410753657997e-09
"9218nic2.t1humrh2",13,"National Issues Convention 2",9218,FALSE,-0.00297618763787411,TRUE,0.0069444477558136
"9219nic2.t1humrh2",13,"National Issues Convention 2",9219,TRUE,0.00952380576304024,FALSE,-0.00416666865348814
"9220nic2.t1humrh2",13,"National Issues Convention 2",9220,FALSE,-0.0297619072454317,TRUE,0.0166666638106104
"9221nic2.t1humrh2",13,"National Issues Convention 2",9221,TRUE,0.0338888863722483,TRUE,0.0177083276212214
"9222nic2.t1humrh2",13,"National Issues Convention 2",9222,TRUE,0.00333333412806203,FALSE,-0.00833333532015468
"9223nic2.t1humrh2",13,"National Issues Convention 2",9223,TRUE,0.0285714375121253,TRUE,0.100000023841858
"9224nic2.t1humrh2",13,"National Issues Convention 2",9224,FALSE,-0.0130952319928578,TRUE,0.00952381747109554
"9201nic2.t1multi",13,"National Issues Convention 2",9201,TRUE,0.0423076932246869,TRUE,0.0444444318612415
"9202nic2.t1multi",13,"National Issues Convention 2",9202,FALSE,-0.00512820539566183,TRUE,0.0437499955296516
"9203nic2.t1multi",13,"National Issues Convention 2",9203,TRUE,0.0182291697710752,TRUE,0.0106060694564474
"9204nic2.t1multi",13,"National Issues Convention 2",9204,FALSE,-0.0738095236676081,FALSE,-0.088333335518837
"9205nic2.t1multi",13,"National Issues Convention 2",9205,TRUE,0.0283333291610082,FALSE,-0.0114583466202021
"9206nic2.t1multi",13,"National Issues Convention 2",9206,FALSE,-0.00833333035310113,TRUE,0.0305555562178293
"9207nic2.t1multi",13,"National Issues Convention 2",9207,FALSE,-0.0148809467043195,TRUE,0.0283333361148833
"9208nic2.t1multi",13,"National Issues Convention 2",9208,FALSE,-0.109027774383624,FALSE,-0.152083326131105
"9209nic2.t1multi",13,"National Issues Convention 2",9209,TRUE,-0.0118333359559378,TRUE,-0.0128124989569186
"9210nic2.t1multi",13,"National Issues Convention 2",9210,FALSE,0.0183333297570546,TRUE,-0.00916666785875964
"9211nic2.t1multi",13,"National Issues Convention 2",9211,FALSE,0.0403124913573263,TRUE,-0.00499998860889006
"9212nic2.t1multi",13,"National Issues Convention 2",9212,FALSE,0.0193333347638448,TRUE,-0.0599999964237213
"9213nic2.t1multi",13,"National Issues Convention 2",9213,FALSE,0.0610714278050831,FALSE,0.018777773777644
"9214nic2.t1multi",13,"National Issues Convention 2",9214,TRUE,-0.000769230035635227,TRUE,-0.0100000103314718
"9215nic2.t1multi",13,"National Issues Convention 2",9215,FALSE,0.0300781223922968,TRUE,-0.0421249955892563
"9216nic2.t1multi",13,"National Issues Convention 2",9216,FALSE,0.0392307673509303,FALSE,0.0964285667453494
"9217nic2.t1multi",13,"National Issues Convention 2",9217,FALSE,0.00178571684019913,TRUE,-0.060833324988683
"9218nic2.t1multi",13,"National Issues Convention 2",9218,TRUE,-0.00785713962146206,FALSE,0.0012499988079071
"9219nic2.t1multi",13,"National Issues Convention 2",9219,FALSE,0.0560714176722935,FALSE,0.0214999854564666
"9220nic2.t1multi",13,"National Issues Convention 2",9220,FALSE,0.0442857146263121,FALSE,0.0437500104308129
"9221nic2.t1multi",13,"National Issues Convention 2",9221,FALSE,0.012666666507721,FALSE,0.0204464239733562
"9222nic2.t1multi",13,"National Issues Convention 2",9222,FALSE,0.047333331902822,TRUE,-0.0608333349227906
"9223nic2.t1multi",13,"National Issues Convention 2",9223,TRUE,-0.0264285675116949,TRUE,-0.038750007748604
"9224nic2.t1multi",13,"National Issues Convention 2",9224,FALSE,0.00892857355730881,TRUE,-0.0699999971049174
"9201nic2.t1inter",13,"National Issues Convention 2",9201,FALSE,0.0246153886501607,FALSE,0.028333346048991
"9202nic2.t1inter",13,"National Issues Convention 2",9202,TRUE,-0.0165384595210737,TRUE,-0.0231250002980233
"9203nic2.t1inter",13,"National Issues Convention 2",9203,FALSE,0.0444791708141564,TRUE,-0.0277575633742594
"9204nic2.t1inter",13,"National Issues Convention 2",9204,FALSE,0.0407142894608632,FALSE,0.0210000097751617
"9205nic2.t1inter",13,"National Issues Convention 2",9205,FALSE,0.0668333331743876,FALSE,0.0637499913573265
"9206nic2.t1inter",13,"National Issues Convention 2",9206,FALSE,0.0195833444595338,TRUE,-0.0441666543483737
"9207nic2.t1inter",13,"National Issues Convention 2",9207,TRUE,-0.0505357044083732,FALSE,0.00855555269453279
"9208nic2.t1inter",13,"National Issues Convention 2",9208,FALSE,0.000833322604497311,FALSE,0.00499999523162842
"9209nic2.t1inter",13,"National Issues Convention 2",9209,FALSE,-0.0118333359559378,TRUE,0.0128124989569186
"9210nic2.t1inter",13,"National Issues Convention 2",9210,FALSE,-0.0183333297570546,TRUE,0.00916666785875964
"9211nic2.t1inter",13,"National Issues Convention 2",9211,TRUE,0.0403124913573263,TRUE,0.00499998860889006
"9212nic2.t1inter",13,"National Issues Convention 2",9212,TRUE,0.0193333347638448,TRUE,0.0599999964237213
"9213nic2.t1inter",13,"National Issues Convention 2",9213,TRUE,0.0610714278050831,TRUE,0.0572222173213959
"9214nic2.t1inter",13,"National Issues Convention 2",9214,TRUE,0.000769230035635227,TRUE,0.0100000103314718
"9215nic2.t1inter",13,"National Issues Convention 2",9215,TRUE,0.0300781223922968,TRUE,0.0421249955892563
"9216nic2.t1inter",13,"National Issues Convention 2",9216,FALSE,-0.0392307673509303,FALSE,-0.0964285667453494
"9217nic2.t1inter",13,"National Issues Convention 2",9217,FALSE,-0.00178571684019913,TRUE,0.060833324988683
"9218nic2.t1inter",13,"National Issues Convention 2",9218,FALSE,-0.00785713962146206,FALSE,-0.0012499988079071
"9219nic2.t1inter",13,"National Issues Convention 2",9219,FALSE,-0.0560714176722935,FALSE,-0.0214999854564666
"9220nic2.t1inter",13,"National Issues Convention 2",9220,FALSE,-0.0442857146263121,FALSE,-0.0437500104308129
"9221nic2.t1inter",13,"National Issues Convention 2",9221,FALSE,-0.012666666507721,TRUE,0.0856249928474428
"9222nic2.t1inter",13,"National Issues Convention 2",9222,TRUE,0.047333331902822,TRUE,0.0608333349227906
"9223nic2.t1inter",13,"National Issues Convention 2",9223,TRUE,0.0264285675116949,TRUE,0.038750007748604
"9224nic2.t1inter",13,"National Issues Convention 2",9224,TRUE,0.00892857355730881,TRUE,0.0699999971049174
