"measure","positive","unchanged","negative","p_majority","positive_minus_negative","se","df","conf_low","conf_high","p_parity","n_pairs","n_polls"
"H",0.585887096774194,0.0185483870967742,0.395564516129032,0.000830271394221118,0.190322580645162,0.0406095466948811,13.8595300038354,0.103140874401988,0.277504286888335,0.000359298770869646,2480,21
"P",0.439736733854381,0.0312628547922666,0.529000411353353,0.160750123489705,-0.0892636774989715,0.0719433049017257,13.9485489880194,-0.24362013436223,0.0650927793642869,0.235162079158,2431,21
"D_gender",0.471264367816092,0.0299671592775041,0.498768472906404,0.062565787737683,-0.027504105090312,0.0220531538097381,13.9207751201194,-0.0748286823616089,0.0198204721809849,0.232909252093113,2436,21
"D_educ",0.523270440251572,0.030188679245283,0.446540880503145,0.196173370361046,0.0767295597484281,0.023379872370594,14.0098249877648,0.0265880196875504,0.126871099809306,0.00545121812052305,2385,21
"D_income",0.505244755244755,0.0113636363636364,0.483391608391608,0.77303470698581,0.0218531468531469,0.0355967217150217,7.39939491719995,-0.0614073993009219,0.105113693007216,0.557671528375342,1144,11
"D_triple",0.51881993896236,0.0111902339776195,0.46998982706002,0.255323694409463,0.0488301119023399,0.0312494550538471,7.50415982653461,-0.0240685354128014,0.121728759217481,0.159253767656609,983,11
