"unique_id","poll_id","group_id","freqgrp_grp","extgrp_grp","freqdis_grp","extdis_grp"
"9101nh.t1manvol",12,9101,FALSE,-0.15625,FALSE,-0.1625
"9102nh.t1manvol",12,9102,FALSE,-0.205357142857143,FALSE,-0.0625
"9103nh.t1manvol",12,9103,FALSE,-0.232142857142857,FALSE,-0.229166666666667
"9104nh.t1manvol",12,9104,FALSE,-0.078125,FALSE,-0.0520833333333333
"9105nh.t1manvol",12,9105,FALSE,-0.11875,FALSE,-0.0833333333333333
"9106nh.t1manvol",12,9106,FALSE,-0.0625,FALSE,-0.125
"9107nh.t1manvol",12,9107,TRUE,0.15625,TRUE,0.1875
"9108nh.t1manvol",12,9108,TRUE,0.046875,TRUE,0.0625
"9109nh.t1manvol",12,9109,FALSE,-0.138888888888889,FALSE,-0.078125
"9110nh.t1manvol",12,9110,TRUE,0.140625,TRUE,0.1875
"9111nh.t1manvol",12,9111,TRUE,0.153409090909091,TRUE,0.09375
"9112nh.t1manvol",12,9112,FALSE,-0.125,FALSE,-0.0625
"9113nh.t1manvol",12,9113,FALSE,-0.135416666666667,FALSE,-0.09375
"9114nh.t1manvol",12,9114,TRUE,0.0089285714285714,TRUE,0.125
"9115nh.t1manvol",12,9115,FALSE,-0.0576923076923077,FALSE,0
"9116nh.t1manvol",12,9116,FALSE,-0.0625,FALSE,-0.078125
"9101nh.t1endexp",12,9101,TRUE,0.0291666686534882,TRUE,0.0100000023841859
"9102nh.t1endexp",12,9102,TRUE,0.0714285714285714,TRUE,0.125
"9103nh.t1endexp",12,9103,FALSE,-0.0749999965940202,FALSE,-0.0249999960263569
"9104nh.t1endexp",12,9104,TRUE,0.104166666666667,NA,NA
"9105nh.t1endexp",12,9105,TRUE,0.0125000000000001,FALSE,-0.0416666666666666
"9106nh.t1endexp",12,9106,FALSE,-0.15625,FALSE,0
"9107nh.t1endexp",12,9107,FALSE,-0.302499997615814,FALSE,-0.299999997019768
"9108nh.t1endexp",12,9108,FALSE,-0.146875001490116,FALSE,-0.125
"9109nh.t1endexp",12,9109,FALSE,-0.0277777777777778,TRUE,0.0625
"9110nh.t1endexp",12,9110,FALSE,-0.046875,FALSE,-0.149999996026357
"9111nh.t1endexp",12,9111,FALSE,-0.0295454534617338,FALSE,-0.0833333333333334
"9112nh.t1endexp",12,9112,TRUE,0.015625,NA,NA
"9113nh.t1endexp",12,9113,TRUE,0.0749999980131786,TRUE,0.125
"9114nh.t1endexp",12,9114,FALSE,-0.285714285714286,FALSE,-0.46875
"9115nh.t1endexp",12,9115,TRUE,0.138461539378533,TRUE,0.102777779102325
"9116nh.t1endexp",12,9116,TRUE,0.0874999960263571,TRUE,0.112499997019768
"9201nic2.t1envir",13,9201,TRUE,0.0661111036936441,TRUE,0.0785714217594692
"9202nic2.t1envir",13,9202,TRUE,0.0761111120382946,TRUE,0.0472222235467699
"9203nic2.t1envir",13,9203,TRUE,0.00937499827705324,TRUE,0.0142857171595097
"9204nic2.t1envir",13,9204,FALSE,-0.0388888895511628,FALSE,-0.11499999165535
"9205nic2.t1envir",13,9205,TRUE,0.0190476184444769,TRUE,0.00166665464639681
"9206nic2.t1envir",13,9206,TRUE,0.0153846184794719,TRUE,0.0285714343190193
"9207nic2.t1envir",13,9207,FALSE,-0.0505208317190409,FALSE,-0.0874999910593032
"9208nic2.t1envir",13,9208,TRUE,0.05769231571601,TRUE,0.0861111183961233
"9209nic2.t1envir",13,9209,TRUE,0.0529761931725911,TRUE,0.0927083306014537
"9210nic2.t1envir",13,9210,TRUE,0.00297618763787411,TRUE,0.0625
