"unique_id","poll_id","poll_name","group_id","freqgrp_grp","extgrp_grp","freqdis_grp","extdis_grp"
"2001ukeu.eurelat1g",1,"UK EU",2001,TRUE,0.0294444444444444,FALSE,-0.00476190476190486
"2002ukeu.eurelat1g",1,"UK EU",2002,TRUE,0.103508771929825,TRUE,0.201666666666667
"2003ukeu.eurelat1g",1,"UK EU",2003,FALSE,-0.0816391941391939,FALSE,-0.0666666666666665
"2004ukeu.eurelat1g",1,"UK EU",2004,FALSE,-0.112606837606838,FALSE,-0.121111111111111
"2005ukeu.eurelat1g",1,"UK EU",2005,FALSE,-0.0325396825396825,TRUE,0.0247222222222221
"2006ukeu.eurelat1g",1,"UK EU",2006,FALSE,-0.00989583333333344,TRUE,0.186666666666666
"2007ukeu.eurelat1g",1,"UK EU",2007,TRUE,0.05375,TRUE,0.0142857142857143
"2008ukeu.eurelat1g",1,"UK EU",2008,FALSE,-0.125757575757576,FALSE,-0.125
"2009ukeu.eurelat1g",1,"UK EU",2009,FALSE,-0.242628205128205,FALSE,-0.219444444444445
"2010ukeu.eurelat1g",1,"UK EU",2010,TRUE,0.067326388888889,TRUE,0.125925925925926
"2011ukeu.eurelat1g",1,"UK EU",2011,FALSE,-0.0151709401709402,TRUE,0.025
"2012ukeu.eurelat1g",1,"UK EU",2012,TRUE,0.0492424242424243,TRUE,0.0466666666666669
"2013ukeu.eurelat1g",1,"UK EU",2013,TRUE,0.0906250000000002,TRUE,0.105555555555556
"2014ukeu.eurelat1g",1,"UK EU",2014,FALSE,-0.0147893772893772,TRUE,0.0416666666666668
"2015ukeu.eurelat1g",1,"UK EU",2015,TRUE,0.049537037037037,TRUE,0.180555555555556
"2099ukeu.eurelat1g",1,"UK EU",2099,FALSE,-0.355555555555555,FALSE,-0.316666666666666
"2001ukeu.euscope1g",1,"UK EU",2001,TRUE,0.236111111111111,TRUE,0.30952380952381
"2002ukeu.euscope1g",1,"UK EU",2002,TRUE,0.221491228070176,TRUE,0.25
"2003ukeu.euscope1g",1,"UK EU",2003,TRUE,0.208333333333333,TRUE,0.175
"2004ukeu.euscope1g",1,"UK EU",2004,FALSE,-0.144444444444444,FALSE,-0.125
"2005ukeu.euscope1g",1,"UK EU",2005,FALSE,-0.119444444444445,FALSE,0
"2006ukeu.euscope1g",1,"UK EU",2006,FALSE,-0.166666666666667,FALSE,-0.216666666666667
"2007ukeu.euscope1g",1,"UK EU",2007,TRUE,0.0781250000000001,TRUE,0.113095238095238
"2008ukeu.euscope1g",1,"UK EU",2008,FALSE,-0.272727272727273,FALSE,-0.25
"2009ukeu.euscope1g",1,"UK EU",2009,FALSE,-0.110119047619048,FALSE,-0.0416666666666667
"2010ukeu.euscope1g",1,"UK EU",2010,FALSE,-0.15625,FALSE,-0.143518518518519
"2011ukeu.euscope1g",1,"UK EU",2011,TRUE,0.011111111111111,TRUE,0.0138888888888888
"2012ukeu.euscope1g",1,"UK EU",2012,TRUE,0.234848484848485,TRUE,0.2
"2013ukeu.euscope1g",1,"UK EU",2013,TRUE,0.1796875,TRUE,0.416666666666667
"2014ukeu.euscope1g",1,"UK EU",2014,FALSE,0,FALSE,0
"2015ukeu.euscope1g",1,"UK EU",2015,FALSE,-0.141228070175439,FALSE,-0.138888888888889
"2099ukeu.euscope1g",1,"UK EU",2099,FALSE,-0.0555555555555554,FALSE,-0.083333333333333
"2001ukeu.commies1r",1,"UK EU",2001,FALSE,-0.258333333333333,FALSE,-0.196428571428571
"2002ukeu.commies1r",1,"UK EU",2002,TRUE,0.309210526315789,TRUE,0.325
"2003ukeu.commies1r",1,"UK EU",2003,FALSE,-0.31043956043956,FALSE,-0.1875
"2004ukeu.commies1r",1,"UK EU",2004,TRUE,0.285897435897436,TRUE,0.220833333333333
"2005ukeu.commies1r",1,"UK EU",2005,FALSE,-0.235714285714286,FALSE,-0.1875
"2006ukeu.commies1r",1,"UK EU",2006,FALSE,-0.221875,FALSE,-0.1
"2007ukeu.commies1r",1,"UK EU",2007,FALSE,-0.1796875,FALSE,-0.232142857142857
"2008ukeu.commies1r",1,"UK EU",2008,TRUE,0.306818181818182,TRUE,0.28125
"2009ukeu.commies1r",1,"UK EU",2009,TRUE,0.235119047619048,TRUE,0.375
"2010ukeu.commies1r",1,"UK EU",2010,FALSE,-0.3078125,FALSE,-0.305555555555556
"2011ukeu.commies1r",1,"UK EU",2011,FALSE,-0.342948717948718,FALSE,-0.291666666666667
"2012ukeu.commies1r",1,"UK EU",2012,TRUE,0.181818181818182,TRUE,0.225
"2013ukeu.commies1r",1,"UK EU",2013,FALSE,-0.3046875,FALSE,-0.375
"2014ukeu.commies1r",1,"UK EU",2014,FALSE,-0.31043956043956,FALSE,-0.25
"2015ukeu.commies1r",1,"UK EU",2015,FALSE,-0.244117647058823,FALSE,-0.145833333333333
"2099ukeu.commies1r",1,"UK EU",2099,TRUE,0.166666666666667,TRUE,0.125
"2001ukeu.favref1r",1,"UK EU",2001,FALSE,-0.4,FALSE,-0.375
"2002ukeu.favref1r",1,"UK EU",2002,FALSE,-0.447368421052632,FALSE,-0.4625
"2003ukeu.favref1r",1,"UK EU",2003,TRUE,0.410714285714286,TRUE,0.3875
"2004ukeu.favref1r",1,"UK EU",2004,TRUE,0.317948717948718,TRUE,0.241666666666667
"2005ukeu.favref1r",1,"UK EU",2005,FALSE,0,FALSE,0
"2006ukeu.favref1r",1,"UK EU",2006,TRUE,0.4296875,TRUE,0.325
"2007ukeu.favref1r",1,"UK EU",2007,TRUE,0.471354166666667,TRUE,0.392857142857143
"2008ukeu.favref1r",1,"UK EU",2008,TRUE,0.363636363636364,TRUE,0.28125
"2009ukeu.favref1r",1,"UK EU",2009,TRUE,0.576236263736264,TRUE,0.520833333333333
"2010ukeu.favref1r",1,"UK EU",2010,TRUE,0.492708333333333,TRUE,0.486111111111111
"2011ukeu.favref1r",1,"UK EU",2011,FALSE,-0.438461538461538,FALSE,-0.395833333333333
"2012ukeu.favref1r",1,"UK EU",2012,TRUE,0.431818181818182,TRUE,0.525
"2013ukeu.favref1r",1,"UK EU",2013,TRUE,0.4609375,TRUE,0.375
"2014ukeu.favref1r",1,"UK EU",2014,FALSE,-0.429945054945055,FALSE,-0.354166666666667
"2015ukeu.favref1r",1,"UK EU",2015,TRUE,0.461805555555556,TRUE,0.3125
"2099ukeu.favref1r",1,"UK EU",2099,FALSE,0,FALSE,0
"2201ukhealth.t1payhlt",2,"UK Health",2201,FALSE,-0.0795454545454546,FALSE,0
"2202ukhealth.t1payhlt",2,"UK Health",2202,NA,NA,TRUE,0.125
"2203ukhealth.t1payhlt",2,"UK Health",2203,FALSE,-0.15,FALSE,-0.0714285714285714
"2204ukhealth.t1payhlt",2,"UK Health",2204,FALSE,-0.0934065934065934,FALSE,-0.166666666666667
"2205ukhealth.t1payhlt",2,"UK Health",2205,TRUE,0.0851648351648352,TRUE,0.128571428571429
"2206ukhealth.t1payhlt",2,"UK Health",2206,FALSE,-0.0214285714285714,FALSE,0
"2207ukhealth.t1payhlt",2,"UK Health",2207,TRUE,0.115384615384615,TRUE,0.122222222222222
"2208ukhealth.t1payhlt",2,"UK Health",2208,TRUE,0.06875,TRUE,0.0555555555555556
"2209ukhealth.t1payhlt",2,"UK Health",2209,TRUE,0.1375,TRUE,0.169871794871795
"2210ukhealth.t1payhlt",2,"UK Health",2210,FALSE,-0.025,FALSE,-0.0803571428571428
"2211ukhealth.t1payhlt",2,"UK Health",2211,FALSE,-0.0375,TRUE,0.05
"2212ukhealth.t1payhlt",2,"UK Health",2212,FALSE,-0.104166666666667,FALSE,-0.119047619047619
"2213ukhealth.t1payhlt",2,"UK Health",2213,FALSE,-0.0673076923076923,TRUE,0.125
"2214ukhealth.t1payhlt",2,"UK Health",2214,FALSE,-0.147058823529412,FALSE,-0.166666666666667
"2215ukhealth.t1payhlt",2,"UK Health",2215,TRUE,0.0564102564102564,TRUE,0.125
"2201ukhealth.t1poora",2,"UK Health",2201,TRUE,0.0208333333333334,TRUE,0.0833333333333334
"2202ukhealth.t1poora",2,"UK Health",2202,TRUE,0.0684523809523809,TRUE,0.125
"2203ukhealth.t1poora",2,"UK Health",2203,TRUE,0.0875,FALSE,0
"2204ukhealth.t1poora",2,"UK Health",2204,TRUE,0.0192307692307693,FALSE,-0.0416666666666667
"2205ukhealth.t1poora",2,"UK Health",2205,FALSE,-0.107142857142857,TRUE,0.0238095238095237
"2206ukhealth.t1poora",2,"UK Health",2206,TRUE,0.0401785714285714,TRUE,0.15625
"2207ukhealth.t1poora",2,"UK Health",2207,FALSE,-0.196428571428571,FALSE,-0.0375
"2208ukhealth.t1poora",2,"UK Health",2208,TRUE,0.125,TRUE,0.163888888888889
"2209ukhealth.t1poora",2,"UK Health",2209,TRUE,0.234375,TRUE,0.25
"2210ukhealth.t1poora",2,"UK Health",2210,TRUE,0.134615384615385,TRUE,0.1875
"2211ukhealth.t1poora",2,"UK Health",2211,FALSE,-0.046875,TRUE,0.05
"2212ukhealth.t1poora",2,"UK Health",2212,TRUE,0.0643382352941176,TRUE,0.186111111111111
"2213ukhealth.t1poora",2,"UK Health",2213,TRUE,0.0178571428571429,TRUE,0.0625
"2214ukhealth.t1poora",2,"UK Health",2214,FALSE,-0.117647058823529,FALSE,-0.0416666666666666
"2215ukhealth.t1poora",2,"UK Health",2215,FALSE,-0.125,FALSE,-0.25
"2201ukhealth.t1option",2,"UK Health",2201,NA,NA,TRUE,0.0166666666666666
"2202ukhealth.t1option",2,"UK Health",2202,FALSE,0,FALSE,0
"2203ukhealth.t1option",2,"UK Health",2203,FALSE,0,FALSE,0
"2204ukhealth.t1option",2,"UK Health",2204,TRUE,0.0666666666666667,TRUE,0.142857142857143
"2205ukhealth.t1option",2,"UK Health",2205,FALSE,-0.0576923076923077,TRUE,0.0238095238095237
"2206ukhealth.t1option",2,"UK Health",2206,FALSE,0,FALSE,0
"2207ukhealth.t1option",2,"UK Health",2207,FALSE,-0.0384615384615385,FALSE,0
"2208ukhealth.t1option",2,"UK Health",2208,FALSE,-0.0238970588235294,FALSE,-0.0444444444444444
"2209ukhealth.t1option",2,"UK Health",2209,TRUE,0.0541666666666667,TRUE,0.032051282051282
"2210ukhealth.t1option",2,"UK Health",2210,FALSE,-0.0979020979020979,TRUE,0.0625
"2211ukhealth.t1option",2,"UK Health",2211,FALSE,-0.0291666666666667,FALSE,-0.0444444444444444
"2212ukhealth.t1option",2,"UK Health",2212,FALSE,-0.0955882352941176,FALSE,-0.0499999999999999
"2213ukhealth.t1option",2,"UK Health",2213,TRUE,0.0521978021978021,TRUE,0.125
"2214ukhealth.t1option",2,"UK Health",2214,FALSE,-0.00551470588235292,FALSE,-0.0833333333333334
"2215ukhealth.t1option",2,"UK Health",2215,FALSE,-0.0571428571428571,FALSE,-0.0446428571428571
"2201ukhealth.t1hlthfu",2,"UK Health",2201,TRUE,0.0611111111111111,TRUE,0.113888888888889
