"pollnum","pollname","ngroups","nindices","freqdis","extdis","freqgrp","extgrp","freqdis_se","extdis_se","freqgrp_se","extgrp_se"
"1","UK EU","16","4","0.515625","-0.00270088743721557","0.484375","-0.0144792097033505","0.0967404986123892","0.0609361963676122","0.0821861160034886","0.0538089748275206"
"2","UK Health","15","11","0.522727272727273","0.0351212897827481","0.526315789473684","-0.00348820642537472","0.0436400501565594","0.00993572600826675","0.04345909599183","0.00813568012104068"
"3","UK Monarchy","15","4","0.483333333333333","0.014982594038418","0.466666666666667","0.00648680438114148","0.0876651883698277","0.0241648365184796","0.0649496400596606","0.0119929538316492"
"4","UK General Election","15","4","0.6","0.0375444999077768","0.583333333333333","0.00970503396362284","0.0637792804143281","0.0277307118270437","0.0833333334306748","0.0190441280339955"
"5","Australia Republic Referendum","24","5","0.74468085106383","0.155765545526184","0.75","0.121219584345733","0.0642906581087662","0.0764662989683675","0.0833333350946049","0.090293316022626"
"6","UK Crime","20","5","0.62","0.0267382185109864","0.639175257731959","0.0188904505524224","0.0487831731214563","0.00631910181667849","0.0490142674419104","0.00602311764629285"
"7","Tomorrow's Europe (EU)","18","7","0.6","0.0548751911976912","0.531746031746032","0.00426512256602955","0.0483134972006779","0.0234506670478062","0.0673435030361866","0.0142445034366552"
"8","Central Power & Light","16","7","0.606382978723404","0.0417111743602505","0.5","-0.0022376405461315","0.0506604405312124","0.0151272811520127","0.0603807364184004","0.0100307663108581"
"9","Zeguo Township","16","9","0.511111111111111","0.0260560231104037","0.508333333333333","0.00349223892927736","0.0711458261147675","0.0109912768160563","0.0458285584474836","0.0114968749489594"
"10","Bulgarian National","17","5","0.571428571428571","0.0301761669084388","0.547368421052632","0.0113854003916769","0.0380478982580292","0.0143031890999866","0.0372523429284038","0.0165516681837611"
"11","Europolis","25","2","0.673469387755102","0.0625967031834379","0.74","0.0318968337218337","0.0883271758594362","0.0404396592565812","0.0626620348556037","0.0169167565587156"
"12","New Haven, CT","16","3","0.5625","0.0581542966576914","0.46875","-0.00439917970072337","0.125000000048527","0.0784993680286682","0.156250001391732","0.0333477579176426"
"13","National Issues Convention 2","24","9","0.635897435897436","0.0733540092873523","0.532994923857868","0.0176079212216011","0.0522712478977248","0.0234771979611395","0.0412792442159487","0.00862623077113651"
"14","By the People: National","15","9","0.552238805970149","0.0564952974965297","0.514925373134328","0.0032798460042387","0.054967141811239","0.0240486137979946","0.043336177843127","0.00779496958226538"
"15","By the People 2004 US General Election","15","6","0.555555555555556","0.0394079626417177","0.577777777777778","0.00705504576978163","0.0636347602578441","0.0209370297756574","0.0562182688249822","0.0115723526572726"
"16","By the People 2004 US Presidential Primaries","16","3","0.425531914893617","0.00427467060577578","0.4375","-0.0146352275623351","0.0728987541344886","0.0161019630748978","0.0723604673426212","0.0121901184910096"
"17","San Mateo, CA","26","7","0.65","0.158388887720803","0.52","0.0170654531771296","0.0479372485441102","0.0258024045875895","0.0502116731568678","0.0169295661769751"
"18","By the People: Health and Education","30","11","0.536585365853659","0.032271276247664","0.506211180124224","0.00692861462959443","0.03516535887079","0.00933329220523131","0.0279051252698953","0.0044986980696821"
"19","West Texas Utilities","14","7","0.530120481927711","0.0676390454106676","0.481927710843373","0.0174115243115836","0.055115483700296","0.0193281571911332","0.0551796834701093","0.0140847917229242"
"20","National Issues Convention","30","9","0.643122676579926","0.0518144804392458","0.481060606060606","0.00214901303646682","0.0292643573290587","0.00872556549285993","0.0340057110762475","0.00725412674508103"
"21","Southwestern Electric Power","14","7","0.674698795180723","0.0891611571000556","0.578313253012048","0.0297308635636316","0.0517357652111239","0.0179897490730587","0.0790015322678786","0.0141033410694461"
NA,"Mean","18.9047619047619","6.38095238095238","0.58166712085721","0.0530394096522201","0.541751174197517","0.0128252517441833","0.0113118940687353","0.00315725390529394","0.0109983466383088","0.00218534095399938"
NA,"Weighted Mean (By Indices and Groups)","20.9762093414808","7.56926320904579","0.588455519418749","0.0574720590478529","0.534774708582811","0.0129936841081457","0.0122286515408637","0.00577245462176732","0.0119979845965724","0.00502883227481848"
NA,NA,NA,NA,NA,NA,NA,NA,"3.89355214736042e-13","0","0.00408643201546299","0.00972687324706556"
"","Precision Wtd Mean","","","0.591055979361508","0.0388899093899663","0.53153776917809","0.00787409511352444","0.0168919849740815","0.00413125509494752","0.0167482515459627","0.00348306755509441"
