"poll_id","source_poll_id","poll_name","issue_id","group_key","pair_id","dimension","group_id","adv_t1","dis_t1","adv_t2","dis_t2","grp_t1","grp_t2","disadvantaged_share","n_eligible","reference_tie","no_group_movement","ext_grp","ext_dis","ext_grp_mir","ext_adv_mir","ext_adv","adv_t1_paired","dis_t1_paired","adv_t2_paired","dis_t2_paired","grp_t1_paired","grp_t2_paired","disadvantaged_share_paired","n_eligible_paired","reference_tie_paired","no_group_movement_paired","ext_grp_paired","ext_dis_paired","ext_grp_mir_paired","ext_adv_mir_paired","ext_adv_paired","freqgrp_grp","freqdis_grp","freqgrp_mir","freqadv_mir","freqadv_grp"
12,91,"New Haven","nh.t1manvol","12:9115","12:9115::nh.t1manvol","educ","9115",0.275,0.5078125,0.2875,0.40625,0.418269230769231,0.360576923076923,0.615384615384615,13,FALSE,FALSE,0.0576923076923077,0.1015625,-0.0576923076923077,0.0125,-0.0125,0.275,0.5078125,0.2875,0.40625,0.418269230769231,0.360576923076923,0.615384615384615,13,FALSE,FALSE,0.0576923076923077,0.1015625,-0.0576923076923077,0.0125,-0.0125,TRUE,TRUE,FALSE,TRUE,FALSE
12,91,"New Haven","nh.t1manvol","12:9116","12:9116::nh.t1manvol","educ","9116",0.34375,0.5625,0.453125,0.53125,0.416666666666667,0.479166666666667,0.333333333333333,6,FALSE,FALSE,-0.0625,0.03125,0.0625,0.109375,-0.109375,0.34375,0.5625,0.453125,0.53125,0.416666666666667,0.479166666666667,0.333333333333333,6,FALSE,FALSE,-0.0625,0.03125,0.0625,0.109375,-0.109375,FALSE,TRUE,TRUE,TRUE,FALSE
12,91,"New Haven","nh.t1endexp","12:9101","12:9101::nh.t1endexp","educ","9101",0.65,0.675000011920929,0.65,0.5,0.654166668653488,0.625,0.166666666666667,6,FALSE,FALSE,0.0291666686534882,0.175000011920929,-0.0291666686534882,0,0,0.65,0.675000011920929,0.65,0.5,0.654166668653488,0.625,0.166666666666667,6,FALSE,FALSE,0.0291666686534882,0.175000011920929,-0.0291666686534882,0,0,TRUE,TRUE,FALSE,FALSE,FALSE
12,91,"New Haven","nh.t1endexp","12:9102","12:9102::nh.t1endexp","educ","9102",0.8125,1,0.9375,1,0.892857142857143,0.964285714285714,0.428571428571429,7,FALSE,FALSE,-0.0714285714285714,0,0.0714285714285714,0.125,-0.125,0.8125,1,0.9375,1,0.892857142857143,0.964285714285714,0.428571428571429,7,FALSE,FALSE,-0.0714285714285714,0,0.0714285714285714,0.125,-0.125,FALSE,FALSE,TRUE,TRUE,FALSE
12,91,"New Haven","nh.t1endexp","12:9103","12:9103::nh.t1endexp","educ","9103",0.885000002384186,0.837500005960464,0.95,0.9375,0.871428574834551,0.946428571428571,0.285714285714286,7,FALSE,FALSE,0.0749999965940202,0.0999999940395355,-0.0749999965940202,-0.0649999976158142,0.0649999976158142,0.885000002384186,0.837500005960464,0.95,0.9375,0.871428574834551,0.946428571428571,0.285714285714286,7,FALSE,FALSE,0.0749999965940202,0.0999999940395355,-0.0749999965940202,-0.0649999976158142,0.0649999976158142,TRUE,TRUE,FALSE,FALSE,TRUE
12,91,"New Haven","nh.t1endexp","12:9104","12:9104::nh.t1endexp","educ","9104",0.6875,0.8125,0.75,0.375,0.729166666666667,0.625,0.333333333333333,12,FALSE,FALSE,0.104166666666667,0.4375,-0.104166666666667,0.0625,-0.0625,0.6875,0.8125,0.75,0.375,0.729166666666667,0.625,0.333333333333333,12,FALSE,FALSE,0.104166666666667,0.4375,-0.104166666666667,0.0625,-0.0625,TRUE,TRUE,FALSE,TRUE,FALSE
12,91,"New Haven","nh.t1endexp","12:9105","12:9105::nh.t1endexp","educ","9105",0.8125,0.791666666666667,0.65625,0.875,0.8,0.7875,0.6,10,FALSE,FALSE,-0.0125000000000001,0.0833333333333334,0.0125000000000001,0.15625,-0.15625,0.8125,0.791666666666667,0.65625,0.875,0.8,0.7875,0.6,10,FALSE,FALSE,-0.0125000000000001,0.0833333333333334,0.0125000000000001,0.15625,-0.15625,FALSE,TRUE,TRUE,TRUE,FALSE
12,91,"New Haven","nh.t1endexp","12:9106","12:9106::nh.t1endexp","educ","9106",0.5,0.791666666666667,0.5,0.583333333333333,0.71875,0.5625,0.75,4,FALSE,FALSE,0.15625,0.208333333333333,-0.15625,0,0,0.5,0.791666666666667,0.5,0.583333333333333,0.71875,0.5625,0.75,4,FALSE,FALSE,0.15625,0.208333333333333,-0.15625,0,0,TRUE,TRUE,FALSE,FALSE,FALSE
12,91,"New Haven","nh.t1endexp","12:9107","12:9107::nh.t1endexp","educ","9107",0.642857142857143,0.875,0.364285715988704,0.51666667064031,0.7125,0.410000002384186,0.3,10,FALSE,FALSE,0.302499997615814,0.35833332935969,-0.302499997615814,-0.278571426868439,0.278571426868439,0.642857142857143,0.875,0.364285715988704,0.51666667064031,0.7125,0.410000002384186,0.3,10,FALSE,FALSE,0.302499997615814,0.35833332935969,-0.302499997615814,-0.278571426868439,0.278571426868439,TRUE,TRUE,FALSE,FALSE,TRUE
12,91,"New Haven","nh.t1endexp","12:9108","12:9108::nh.t1endexp","educ","9108",0.550000001986822,0.9375,0.458333333333333,0.625,0.646875001490116,0.5,0.25,8,FALSE,FALSE,0.146875001490116,0.3125,-0.146875001490116,-0.0916666686534882,0.0916666686534882,0.550000001986822,0.9375,0.458333333333333,0.625,0.646875001490116,0.5,0.25,8,FALSE,FALSE,0.146875001490116,0.3125,-0.146875001490116,-0.0916666686534882,0.0916666686534882,TRUE,TRUE,FALSE,FALSE,TRUE
12,91,"New Haven","nh.t1endexp","12:9109","12:9109::nh.t1endexp","educ","9109",0.78125,0.65,0.75,0.725,0.708333333333333,0.736111111111111,0.555555555555556,9,FALSE,FALSE,0.0277777777777778,0.075,-0.0277777777777778,0.03125,-0.03125,0.78125,0.65,0.75,0.725,0.708333333333333,0.736111111111111,0.555555555555556,9,FALSE,FALSE,0.0277777777777778,0.075,-0.0277777777777778,0.03125,-0.03125,TRUE,TRUE,FALSE,TRUE,FALSE
12,91,"New Haven","nh.t1endexp","12:9110","12:9110::nh.t1endexp","educ","9110",0.560714287417276,0.875,0.667857144560133,0.5,0.600000001490116,0.646875001490116,0.125,8,FALSE,FALSE,-0.046875,0.375,0.046875,0.107142857142857,-0.107142857142857,0.560714287417276,0.875,0.667857144560133,0.5,0.600000001490116,0.646875001490116,0.125,8,FALSE,FALSE,-0.046875,0.375,0.046875,0.107142857142857,-0.107142857142857,FALSE,TRUE,TRUE,TRUE,FALSE
12,91,"New Haven","nh.t1endexp","12:9111","12:9111::nh.t1endexp","educ","9111",0.857142857142857,0.700000002980232,0.946428571428571,0.625,0.800000001083721,0.829545454545455,0.363636363636364,11,FALSE,FALSE,0.0295454534617338,-0.0750000029802322,-0.0295454534617338,-0.0892857142857143,0.0892857142857143,0.857142857142857,0.700000002980232,0.946428571428571,0.625,0.800000001083721,0.829545454545455,0.363636363636364,11,FALSE,FALSE,0.0295454534617338,-0.0750000029802322,-0.0295454534617338,-0.0892857142857143,0.0892857142857143,TRUE,FALSE,FALSE,FALSE,TRUE
12,91,"New Haven","nh.t1endexp","12:9112","12:9112::nh.t1endexp","educ","9112",0.975,0.683333337306976,0.95,0.683333337306976,0.865625001490116,0.850000001490116,0.375,8,FALSE,FALSE,-0.015625,0,0.015625,0.025,-0.025,0.975,0.683333337306976,0.95,0.683333337306976,0.865625001490116,0.850000001490116,0.375,8,FALSE,FALSE,-0.015625,0,0.015625,0.025,-0.025,FALSE,FALSE,TRUE,TRUE,FALSE
12,91,"New Haven","nh.t1endexp","12:9113","12:9113::nh.t1endexp","educ","9113",0.96875,0.712500005960464,0.9375,1,0.883333335320155,0.958333333333333,0.333333333333333,6,FALSE,FALSE,0.0749999980131786,0.287499994039536,-0.0749999980131786,0.03125,-0.03125,0.96875,0.712500005960464,0.9375,1,0.883333335320155,0.958333333333333,0.333333333333333,6,FALSE,FALSE,0.0749999980131786,0.287499994039536,-0.0749999980131786,0.03125,-0.03125,TRUE,TRUE,FALSE,TRUE,FALSE
12,91,"New Haven","nh.t1endexp","12:9114","12:9114::nh.t1endexp","educ","9114",0.96875,0.833333333333333,0.5,0.791666666666667,0.910714285714286,0.625,0.428571428571429,7,FALSE,FALSE,-0.285714285714286,-0.0416666666666667,0.285714285714286,0.46875,-0.46875,0.96875,0.833333333333333,0.5,0.791666666666667,0.910714285714286,0.625,0.428571428571429,7,FALSE,FALSE,-0.285714285714286,-0.0416666666666667,0.285714285714286,0.46875,-0.46875,FALSE,FALSE,TRUE,TRUE,FALSE
12,91,"New Haven","nh.t1endexp","12:9115","12:9115::nh.t1endexp","educ","9115",0.885000002384186,0.787500001490116,0.8,0.615625001490116,0.825000001833989,0.686538462455456,0.615384615384615,13,FALSE,FALSE,-0.138461539378533,-0.171875,0.138461539378533,0.0850000023841857,-0.0850000023841857,0.885000002384186,0.787500001490116,0.8,0.615625001490116,0.825000001833989,0.686538462455456,0.615384615384615,13,FALSE,FALSE,-0.138461539378533,-0.171875,0.138461539378533,0.0850000023841857,-0.0850000023841857,FALSE,FALSE,TRUE,TRUE,FALSE
12,91,"New Haven","nh.t1endexp","12:9116","12:9116::nh.t1endexp","educ","9116",0.806250005960464,0.75,0.90625,0.8125,0.787500003973643,0.875,0.333333333333333,6,FALSE,FALSE,0.087499996026357,0.0625,-0.087499996026357,-0.0999999940395355,0.0999999940395355,0.806250005960464,0.75,0.90625,0.8125,0.787500003973643,0.875,0.333333333333333,6,FALSE,FALSE,0.087499996026357,0.0625,-0.087499996026357,-0.0999999940395355,0.0999999940395355,TRUE,TRUE,FALSE,FALSE,TRUE
13,92,"National Issues Convention 2","nic2.t1envir","13:9202","13:9202::nic2.t1envir","educ","9202",0.840476189340864,0.875,0.753571427294186,0.949999988079071,0.84277777671814,0.766666664679845,0.0666666666666667,15,FALSE,FALSE,0.0761111120382946,-0.074999988079071,-0.0761111120382946,-0.0869047620466777,0.0869047620466777,0.840476189340864,0.875,0.753571427294186,0.949999988079071,0.84277777671814,0.766666664679845,0.0666666666666667,15,FALSE,FALSE,0.0761111120382946,-0.074999988079071,-0.0761111120382946,-0.0869047620466777,0.0869047620466777,TRUE,FALSE,FALSE,FALSE,TRUE
13,92,"National Issues Convention 2","nic2.t1envir","13:9203","13:9203::nic2.t1envir","educ","9203",0.766071432669248,0.8125,0.766071432403156,0.887499988079071,0.771875003585592,0.781250001862645,0.125,16,FALSE,FALSE,-0.00937499827705324,-0.074999988079071,0.00937499827705324,-2.66092148315522e-10,2.66092148315522e-10,0.766071432669248,0.8125,0.766071432403156,0.887499988079071,0.771875003585592,0.781250001862645,0.125,16,FALSE,FALSE,-0.00937499827705324,-0.074999988079071,0.00937499827705324,-2.66092148315522e-10,2.66092148315522e-10,FALSE,FALSE,TRUE,FALSE,TRUE
13,92,"National Issues Convention 2","nic2.t1envir","13:9204","13:9204::nic2.t1envir","educ","9204",0.820833337306976,0.65,0.797500002384186,0.580000001192093,0.763888891537984,0.725000001986821,0.333333333333333,15,FALSE,FALSE,-0.0388888895511628,-0.0699999988079072,0.0388888895511628,0.0233333349227904,-0.0233333349227904,0.820833337306976,0.65,0.797500002384186,0.580000001192093,0.763888891537984,0.725000001986821,0.333333333333333,15,FALSE,FALSE,-0.0388888895511628,-0.0699999988079072,0.0388888895511628,0.0233333349227904,-0.0233333349227904,FALSE,FALSE,TRUE,TRUE,FALSE
13,92,"National Issues Convention 2","nic2.t1envir","13:9205","13:9205::nic2.t1envir","educ","9205",0.784848487512632,0.825000007947286,0.795454549518499,0.875,0.793452384748629,0.812500003193106,0.214285714285714,14,FALSE,FALSE,-0.0190476184444769,-0.049999992052714,0.0190476184444769,0.0106060620058668,-0.0106060620058668,0.784848487512632,0.825000007947286,0.795454549518499,0.875,0.793452384748629,0.812500003193106,0.214285714285714,14,FALSE,FALSE,-0.0190476184444769,-0.049999992052714,0.0190476184444769,0.0106060620058668,-0.0106060620058668,FALSE,FALSE,TRUE,TRUE,FALSE
13,92,"National Issues Convention 2","nic2.t1envir","13:9206","13:9206::nic2.t1envir","educ","9206",0.711111112601227,0.818750008940697,0.716666675276226,0.856250002980232,0.744230773013372,0.759615391492844,0.307692307692308,13,FALSE,FALSE,-0.0153846184794719,-0.0374999940395355,0.0153846184794719,0.00555556267499924,-0.00555556267499924,0.711111112601227,0.818750008940697,0.716666675276226,0.856250002980232,0.744230773013372,0.759615391492844,0.307692307692308,13,FALSE,FALSE,-0.0153846184794719,-0.0374999940395355,0.0153846184794719,0.00555556267499924,-0.00555556267499924,FALSE,FALSE,TRUE,TRUE,FALSE
13,92,"National Issues Convention 2","nic2.t1envir","13:9207","13:9207::nic2.t1envir","educ","9207",0.77121211994778,0.809999996423721,0.718181818723679,0.764999997615814,0.783333331346512,0.732812499627471,0.3125,16,FALSE,FALSE,0.0505208317190409,0.0449999988079073,-0.0505208317190409,-0.0530303012241017,0.0530303012241017,0.77121211994778,0.809999996423721,0.718181818723679,0.764999997615814,0.783333331346512,0.732812499627471,0.3125,16,FALSE,FALSE,0.0505208317190409,0.0449999988079073,-0.0505208317190409,-0.0530303012241017,0.0530303012241017,TRUE,TRUE,FALSE,FALSE,TRUE
13,92,"National Issues Convention 2","nic2.t1envir","13:9209","13:9209::nic2.t1envir","educ","9209",0.752083336313566,0.683333337306977,0.718749997516473,0.512500017881394,0.742261907884053,0.689285714711462,0.142857142857143,14,FALSE,FALSE,-0.0529761931725911,-0.170833319425583,0.0529761931725911,0.0333333387970924,-0.0333333387970924,0.752083336313566,0.683333337306977,0.718749997516473,0.512500017881394,0.742261907884053,0.689285714711462,0.142857142857143,14,FALSE,FALSE,-0.0529761931725911,-0.170833319425583,0.0529761931725911,0.0333333387970924,-0.0333333387970924,FALSE,FALSE,TRUE,TRUE,FALSE
13,92,"National Issues Convention 2","nic2.t1envir","13:9210","13:9210::nic2.t1envir","educ","9210",0.863636369054968,0.822222212950389,0.863636369054968,0.808333337306976,0.854761907032558,0.851785719394684,0.214285714285714,14,FALSE,FALSE,-0.00297618763787411,-0.0138888756434123,0.00297618763787411,0,0,0.863636369054968,0.822222212950389,0.863636369054968,0.808333337306976,0.854761907032558,0.851785719394684,0.214285714285714,14,FALSE,FALSE,-0.00297618763787411,-0.0138888756434123,0.00297618763787411,0,0,FALSE,FALSE,TRUE,FALSE,FALSE
13,92,"National Issues Convention 2","nic2.t1envir","13:9211","13:9211::nic2.t1envir","educ","9211",0.784166660904884,0.720833331346512,0.857499998807907,0.504166666418314,0.766071423888206,0.756547618125166,0.285714285714286,14,FALSE,FALSE,-0.00952380576304024,-0.216666664928198,0.00952380576304024,-0.0733333379030227,0.0733333379030227,0.784166660904884,0.720833331346512,0.857499998807907,0.504166666418314,0.766071423888206,0.756547618125166,0.285714285714286,14,FALSE,FALSE,-0.00952380576304024,-0.216666664928198,0.00952380576304024,-0.0733333379030227,0.0733333379030227,FALSE,FALSE,TRUE,FALSE,TRUE
13,92,"National Issues Convention 2","nic2.t1envir","13:9212","13:9212::nic2.t1envir","educ","9212",0.688333332538605,0.764583334326744,0.687499995529652,0.662500001490116,0.710119047335216,0.680357140089784,0.285714285714286,14,FALSE,FALSE,0.0297619072454317,0.102083332836628,-0.0297619072454317,-0.000833337008953272,0.000833337008953272,0.688333332538605,0.764583334326744,0.687499995529652,0.662500001490116,0.710119047335216,0.680357140089784,0.285714285714286,14,FALSE,FALSE,0.0297619072454317,0.102083332836628,-0.0297619072454317,-0.000833337008953272,0.000833337008953272,TRUE,TRUE,FALSE,FALSE,TRUE
13,92,"National Issues Convention 2","nic2.t1envir","13:9213","13:9213::nic2.t1envir","educ","9213",0.695512828918604,0.625,0.726923080591055,0.675000011920929,0.686111118396123,0.720000004768372,0.133333333333333,15,FALSE,FALSE,0.0338888863722483,0.050000011920929,-0.0338888863722483,-0.0314102516724513,0.0314102516724513,0.695512828918604,0.625,0.726923080591055,0.675000011920929,0.686111118396123,0.720000004768372,0.133333333333333,15,FALSE,FALSE,0.0338888863722483,0.050000011920929,-0.0338888863722483,-0.0314102516724513,0.0314102516724513,TRUE,TRUE,FALSE,FALSE,TRUE
13,92,"National Issues Convention 2","nic2.t1envir","13:9214","13:9214::nic2.t1envir","educ","9214",0.846794873476028,0.712500005960464,0.880769232144723,0.516666680574417,0.82888889114062,0.832222225268682,0.133333333333333,15,FALSE,FALSE,0.00333333412806203,-0.195833325386047,-0.00333333412806203,-0.0339743586686942,0.0339743586686942,0.846794873476028,0.712500005960464,0.880769232144723,0.516666680574417,0.82888889114062,0.832222225268682,0.133333333333333,15,FALSE,FALSE,0.00333333412806203,-0.195833325386047,-0.00333333412806203,-0.0339743586686942,0.0339743586686942,TRUE,FALSE,FALSE,FALSE,TRUE
13,92,"National Issues Convention 2","nic2.t1envir","13:9215","13:9215::nic2.t1envir","educ","9215",0.813636367971247,0.783333341280619,0.777272720228542,0.783333341280619,0.807142862251827,0.778571424739701,0.214285714285714,14,FALSE,FALSE,-0.0285714375121253,0,0.0285714375121253,0.036363647742705,-0.036363647742705,0.813636367971247,0.783333341280619,0.777272720228542,0.783333341280619,0.807142862251827,0.778571424739701,0.214285714285714,14,FALSE,FALSE,-0.0285714375121253,0,0.0285714375121253,0.036363647742705,-0.036363647742705,FALSE,FALSE,TRUE,TRUE,FALSE
13,92,"National Issues Convention 2","nic2.t1envir","13:9216","13:9216::nic2.t1envir","educ","9216",0.851282057853845,0.675000011920929,0.855769230769231,0.800000011920929,0.838690483144351,0.851785715137209,0.0714285714285714,14,FALSE,FALSE,0.0130952319928578,0.125,-0.0130952319928578,-0.00448717291538536,0.00448717291538536,0.851282057853845,0.675000011920929,0.855769230769231,0.800000011920929,0.838690483144351,0.851785715137209,0.0714285714285714,14,FALSE,FALSE,0.0130952319928578,0.125,-0.0130952319928578,-0.00448717291538536,0.00448717291538536,TRUE,TRUE,FALSE,FALSE,TRUE
13,92,"National Issues Convention 2","nic2.t1envir","13:9217","13:9217::nic2.t1envir","educ","9217",0.750000005960465,0.741666674613953,0.800000005960464,0.758333345254262,0.748076929495885,0.790384622720572,0.230769230769231,13,FALSE,FALSE,0.0423076932246869,0.0166666706403097,-0.0423076932246869,-0.0499999999999999,0.0499999999999999,0.750000005960465,0.741666674613953,0.800000005960464,0.758333345254262,0.748076929495885,0.790384622720572,0.230769230769231,13,FALSE,FALSE,0.0423076932246869,0.0166666706403097,-0.0423076932246869,-0.0499999999999999,0.0499999999999999,TRUE,TRUE,FALSE,FALSE,TRUE
13,92,"National Issues Convention 2","nic2.t1envir","13:9218","13:9218::nic2.t1envir","educ","9218",0.866666666099003,0.63194444278876,0.882142850330898,0.625000006208817,0.758333332263506,0.763461537659168,0.461538461538462,13,FALSE,FALSE,0.00512820539566183,-0.0069444365799427,-0.00512820539566183,-0.0154761842318942,0.0154761842318942,0.866666666099003,0.63194444278876,0.882142850330898,0.625000006208817,0.758333332263506,0.763461537659168,0.461538461538462,13,FALSE,FALSE,0.00512820539566183,-0.0069444365799427,-0.00512820539566183,-0.0154761842318942,0.0154761842318942,TRUE,FALSE,FALSE,FALSE,TRUE
13,92,"National Issues Convention 2","nic2.t1envir","13:9219","13:9219::nic2.t1envir","educ","9219",0.782222219308217,0.75,0.806666666269302,0.675000011920929,0.780208330601454,0.798437500372529,0.0625,16,FALSE,FALSE,0.0182291697710752,-0.074999988079071,-0.0182291697710752,-0.0244444469610851,0.0244444469610851,0.782222219308217,0.75,0.806666666269302,0.675000011920929,0.780208330601454,0.798437500372529,0.0625,16,FALSE,FALSE,0.0182291697710752,-0.074999988079071,-0.0182291697710752,-0.0244444469610851,0.0244444469610851,TRUE,FALSE,FALSE,FALSE,TRUE
13,92,"National Issues Convention 2","nic2.t1envir","13:9220","13:9220::nic2.t1envir","educ","9220",0.85166666507721,0.956250011920929,0.82083332836628,0.775000020861626,0.881547621318272,0.807738097650664,0.285714285714286,14,FALSE,FALSE,0.0738095236676081,0.181249991059303,-0.0738095236676081,-0.0308333367109298,0.0308333367109298,0.85166666507721,0.956250011920929,0.82083332836628,0.775000020861626,0.881547621318272,0.807738097650664,0.285714285714286,14,FALSE,FALSE,0.0738095236676081,0.181249991059303,-0.0738095236676081,-0.0308333367109298,0.0308333367109298,TRUE,TRUE,FALSE,FALSE,TRUE
