"unique_id","poll_id","polarfreq","homofreq","polarex","homoex"
"9101nh.t1manvol",12,TRUE,TRUE,0.15625,0.0203591028010378
"9102nh.t1manvol",12,TRUE,FALSE,0.205357142857143,-0.13219933749576
"9103nh.t1manvol",12,TRUE,FALSE,0.232142857142857,-0.00452120804184472
"9104nh.t1manvol",12,TRUE,FALSE,0.078125,-0.0369256097924969
"9105nh.t1manvol",12,TRUE,FALSE,0.11875,-0.00550635352318157
"9106nh.t1manvol",12,TRUE,FALSE,0.0625,-0.0997309960521532
"9107nh.t1manvol",12,TRUE,FALSE,0.15625,-0.0286961134003643
"9108nh.t1manvol",12,TRUE,TRUE,0.046875,0.0199376404600274
"9109nh.t1manvol",12,TRUE,TRUE,0.138888888888889,0.00403640177018913
"9110nh.t1manvol",12,TRUE,FALSE,0.140625,-0.0919993742545632
"9111nh.t1manvol",12,TRUE,FALSE,0.153409090909091,-0.0435712041887676
"9112nh.t1manvol",12,TRUE,FALSE,0.125,-0.0214068171057841
"9113nh.t1manvol",12,TRUE,TRUE,0.135416666666667,0.00370061143325302
"9114nh.t1manvol",12,FALSE,FALSE,-0.0089285714285714,-0.116165953199744
"9115nh.t1manvol",12,TRUE,TRUE,0.0576923076923077,0.0145354700923743
"9116nh.t1manvol",12,FALSE,TRUE,-0.0625,0.0898984364598617
"9101nh.t1endexp",12,FALSE,FALSE,-0.0291666686534882,-0.102002441464018
"9102nh.t1endexp",12,TRUE,TRUE,0.0714285714285714,0.138565690681644
"9103nh.t1endexp",12,TRUE,TRUE,0.0749999965940202,0.0785495780606273
"9104nh.t1endexp",12,FALSE,TRUE,-0.104166666666667,0.0275461861594232
"9105nh.t1endexp",12,FALSE,TRUE,-0.0125000000000001,0.00106794963264581
"9106nh.t1endexp",12,FALSE,FALSE,-0.15625,-0.0568823332018441
"9107nh.t1endexp",12,FALSE,TRUE,-0.302499997615814,0.065157281862928
"9108nh.t1endexp",12,FALSE,TRUE,-0.146875001490116,0.0254666816186283
"9109nh.t1endexp",12,TRUE,TRUE,0.0277777777777778,0.0265842597489282
"9110nh.t1endexp",12,TRUE,TRUE,0.046875,0.0821412003754295
"9111nh.t1endexp",12,TRUE,FALSE,0.0295454534617338,-0.0696799457303549
"9112nh.t1endexp",12,FALSE,TRUE,-0.015625,0.0387101012797792
"9113nh.t1endexp",12,TRUE,TRUE,0.0749999980131786,0.0408248255701729
"9114nh.t1endexp",12,FALSE,FALSE,-0.285714285714286,-0.233809395379313
"9115nh.t1endexp",12,FALSE,FALSE,-0.138461539378533,-0.0544474487355501
"9116nh.t1endexp",12,TRUE,TRUE,0.0874999960263571,0.123890093278555
"9201nic2.t1envir",13,TRUE,TRUE,0.0661111036936441,0.0673320145132345
"9202nic2.t1envir",13,FALSE,FALSE,-0.0761111120382946,-0.0609651380074921
"9203nic2.t1envir",13,TRUE,TRUE,0.00937499827705324,0.0243527115756238
"9204nic2.t1envir",13,FALSE,FALSE,-0.0388888895511628,-0.063003251628183
"9205nic2.t1envir",13,TRUE,TRUE,0.0190476184444769,0.0149638611044433
"9206nic2.t1envir",13,TRUE,TRUE,0.0153846184794719,0.0214623962084385
"9207nic2.t1envir",13,FALSE,FALSE,-0.0505208317190409,-0.0241301504108487
"9208nic2.t1envir",13,TRUE,TRUE,0.05769231571601,0.0430356760243111
"9209nic2.t1envir",13,FALSE,FALSE,-0.0529761931725911,-0.0110438855017105
"9210nic2.t1envir",13,FALSE,FALSE,-0.00297618763787411,-0.0417139297911879
"9211nic2.t1envir",13,FALSE,FALSE,-0.00952380576304024,-0.0245695925995722
"9212nic2.t1envir",13,FALSE,FALSE,-0.0297619072454317,-0.0543712967537114
"9213nic2.t1envir",13,TRUE,TRUE,0.0338888863722483,0.0265117678326544
"9214nic2.t1envir",13,TRUE,TRUE,0.00333333412806203,0.0123229797312837
"9215nic2.t1envir",13,FALSE,FALSE,-0.0285714375121253,-0.105405046439955
"9216nic2.t1envir",13,TRUE,TRUE,0.0130952319928578,0.0521551055798184
"9217nic2.t1envir",13,TRUE,FALSE,0.0423076932246869,-0.0179954104089752
"9218nic2.t1envir",13,TRUE,FALSE,0.00512820539566183,-0.028903386335473
"9219nic2.t1envir",13,TRUE,TRUE,0.0182291697710752,0.041286421022271
"9220nic2.t1envir",13,FALSE,FALSE,-0.0738095236676081,-0.0323521011831436
"9221nic2.t1envir",13,TRUE,FALSE,0.0283333291610082,-0.00133489796395589
"9222nic2.t1envir",13,FALSE,TRUE,-0.00833333035310113,0.0806921643740507
"9223nic2.t1envir",13,FALSE,TRUE,-0.0148809467043195,0.0193829948138471
"9224nic2.t1envir",13,FALSE,FALSE,-0.109027774383624,-0.0504442985893529
"9201nic2.t1usseca",13,FALSE,FALSE,-0.0118333359559378,-0.0468955773581221
"9202nic2.t1usseca",13,TRUE,TRUE,0.0183333297570546,0.0457113862402268
"9203nic2.t1usseca",13,TRUE,FALSE,0.0403124913573263,-0.00875185833990996
"9204nic2.t1usseca",13,TRUE,TRUE,0.0193333347638448,0.0310561480742333
"9205nic2.t1usseca",13,TRUE,TRUE,0.0610714278050831,0.0438243696646684
"9206nic2.t1usseca",13,FALSE,TRUE,-0.000769230035635227,0.0111137224558612
"9207nic2.t1usseca",13,TRUE,TRUE,0.0300781223922968,0.0701989300415051
"9208nic2.t1usseca",13,TRUE,TRUE,0.0392307673509303,0.0743078446918146
"9209nic2.t1usseca",13,TRUE,TRUE,0.00178571684019913,0.00233570459887603
"9210nic2.t1usseca",13,FALSE,FALSE,-0.00785713962146206,-0.00431456043643594
"9211nic2.t1usseca",13,TRUE,TRUE,0.0560714176722935,0.0719029530242075
"9212nic2.t1usseca",13,TRUE,TRUE,0.0442857146263121,0.0385559681955732
"9213nic2.t1usseca",13,TRUE,TRUE,0.012666666507721,0.0590266812740441
"9214nic2.t1usseca",13,TRUE,TRUE,0.047333331902822,0.00107291307381926
"9215nic2.t1usseca",13,FALSE,FALSE,-0.0264285675116949,-0.0449692742343478
"9216nic2.t1usseca",13,TRUE,TRUE,0.00892857355730881,0.0249514291808736
"9217nic2.t1usseca",13,TRUE,TRUE,0.0246153886501607,0.00568357392613608
"9218nic2.t1usseca",13,FALSE,TRUE,-0.0165384595210737,0.034104558019789
"9219nic2.t1usseca",13,TRUE,TRUE,0.0444791708141564,0.0100395315113816
"9220nic2.t1usseca",13,TRUE,TRUE,0.0407142894608632,0.0857524992032274
"9221nic2.t1usseca",13,TRUE,TRUE,0.0668333331743876,0.0825112650038977
"9222nic2.t1usseca",13,TRUE,TRUE,0.0195833444595338,0.028712221896909
"9223nic2.t1usseca",13,FALSE,FALSE,-0.0505357044083732,-0.0402991659370147
"9224nic2.t1usseca",13,TRUE,TRUE,0.000833322604497311,5.17319316536979e-06
"9201nic2.t1humrh2",13,TRUE,TRUE,0.0266666730244954,0.0418918764709286
"9202nic2.t1humrh2",13,FALSE,TRUE,-1.98682148511153e-09,0.0709524712711986
"9203nic2.t1humrh2",13,FALSE,TRUE,-0.0250000022351742,0.0390124548623236
"9204nic2.t1humrh2",13,TRUE,TRUE,5.9604644553346e-09,0.0540564692302047
"9205nic2.t1humrh2",13,TRUE,TRUE,0.121428572705814,0.0143353557484001
"9206nic2.t1humrh2",13,TRUE,TRUE,0.0230769171164587,0.0645670447464366
"9207nic2.t1humrh2",13,TRUE,TRUE,4.65661287307739e-09,0.0864964537301462
"9208nic2.t1humrh2",13,TRUE,TRUE,0.076923074057469,0.110341360436699
"9209nic2.t1humrh2",13,FALSE,FALSE,-3.19310589080857e-09,-0.0149109228825401
"9210nic2.t1humrh2",13,TRUE,TRUE,0.021428570151329,0.019199352772891
"9211nic2.t1humrh2",13,TRUE,TRUE,0.0285714311259133,0.0174207977572014
"9212nic2.t1humrh2",13,TRUE,TRUE,1.17080553030391e-08,0.0321813673983977
"9213nic2.t1humrh2",13,TRUE,TRUE,0.0866666714350383,0.0768308768285394
"9214nic2.t1humrh2",13,TRUE,TRUE,0.0933333237965901,0.0478686683419829
"9215nic2.t1humrh2",13,TRUE,TRUE,0.0857142901846342,0.0282727525830742
"9216nic2.t1humrh2",13,TRUE,TRUE,0.0714285799435208,0.0801350169187806
"9217nic2.t1humrh2",13,TRUE,FALSE,0.0461538342329172,-0.0193564279190545
"9218nic2.t1humrh2",13,FALSE,FALSE,-0.0769230746305906,-0.0177403800477002
"9219nic2.t1humrh2",13,TRUE,TRUE,1.86264503820865e-09,0.0104724128618738
"9220nic2.t1humrh2",13,TRUE,TRUE,0.0714285671710968,0.00570229811583567
"9221nic2.t1humrh2",13,FALSE,TRUE,-0.0333333318432172,0.0532530456528552
"9222nic2.t1humrh2",13,TRUE,TRUE,0.0749999955296516,0.0918779817947385
"9223nic2.t1humrh2",13,FALSE,TRUE,-0.0500000012772425,0.0201280362591604
"9224nic2.t1humrh2",13,FALSE,FALSE,-0.0083333278695743,-0.056895564262451
"9201nic2.t1multi",13,TRUE,TRUE,0.0619080781936647,0.0603645518508804
"9202nic2.t1multi",13,TRUE,TRUE,0.0536904851595564,0.0297814122043106
"9203nic2.t1multi",13,TRUE,TRUE,0.0871961805969477,0.024507440007357
"9204nic2.t1multi",13,TRUE,TRUE,0.0646494805812835,0.0114805392328416
"9205nic2.t1multi",13,TRUE,TRUE,0.0404166664396014,0.0386823531197536
"9206nic2.t1multi",13,TRUE,TRUE,0.00418956004656301,0.0190452100264263
"9207nic2.t1multi",13,TRUE,TRUE,0.0543433874845508,0.0107227206419709
"9208nic2.t1multi",13,TRUE,TRUE,0.0614736011395089,0.00274641958127619
"9209nic2.t1multi",13,TRUE,TRUE,0.0524872413703374,0.0716442177378327
"9210nic2.t1multi",13,TRUE,TRUE,0.0538407010691506,0.0202987114543196
"9211nic2.t1multi",13,TRUE,TRUE,0.074804425239563,0.0336635058406001
"9212nic2.t1multi",13,TRUE,TRUE,0.0275276345866067,0.038239096646888
"9213nic2.t1multi",13,TRUE,TRUE,0.0391567428906761,0.0192351271922216
"9214nic2.t1multi",13,TRUE,TRUE,0.0508961598078411,0.0405109267129306
"9215nic2.t1multi",13,TRUE,TRUE,0.00592049317700516,0.0365629916469523
"9216nic2.t1multi",13,TRUE,TRUE,0.0744154027530127,0.045680037710642
"9217nic2.t1multi",13,TRUE,TRUE,0.0711653049175559,0.0263622444915341
"9218nic2.t1multi",13,FALSE,FALSE,-0.0226381237690265,-0.0304461230768033
"9219nic2.t1multi",13,TRUE,TRUE,0.049383068457246,0.0415599445744808
"9220nic2.t1multi",13,TRUE,TRUE,0.0731753025736126,0.073193553604945
"9221nic2.t1multi",13,TRUE,TRUE,0.0811541095376016,0.123163072340031
"9222nic2.t1multi",13,TRUE,TRUE,0.0513186256090802,0.0435139404915298
"9223nic2.t1multi",13,TRUE,TRUE,0.0939944812229703,0.0505427383767572
"9224nic2.t1multi",13,TRUE,TRUE,0.0549842889110248,0.0231207827829974
"9201nic2.t1inter",13,TRUE,TRUE,0.233333333333333,0.18545027756321
"9202nic2.t1inter",13,TRUE,TRUE,0.0845238095238096,0.0295500394563817
"9203nic2.t1inter",13,TRUE,TRUE,0.046875,0.0406705075933272
"9204nic2.t1inter",13,TRUE,TRUE,0.127380952380952,0.054550360309381
"9205nic2.t1inter",13,TRUE,TRUE,0.196428571428571,0.170896269706035
"9206nic2.t1inter",13,FALSE,TRUE,-0.0016025641025641,0.152268707616656
"9207nic2.t1inter",13,TRUE,TRUE,0.171875,0.091552706618404
"9208nic2.t1inter",13,TRUE,TRUE,0.115384615384615,0.0322886384891865
"9209nic2.t1inter",13,FALSE,FALSE,-0.0178571428571429,-0.0350655589964081
"9210nic2.t1inter",13,TRUE,TRUE,0.214285714285714,0.0196052350402153
"9211nic2.t1inter",13,TRUE,FALSE,0.125,-0.044851222933151
"9212nic2.t1inter",13,TRUE,FALSE,0.160714285714286,-0.00167774525954373
"9213nic2.t1inter",13,TRUE,TRUE,0.2,0.10171146503488
"9214nic2.t1inter",13,TRUE,FALSE,0.108333333333333,-0.0147832173024233
"9215nic2.t1inter",13,FALSE,TRUE,-0.0357142857142858,0.0214959586560877
"9216nic2.t1inter",13,TRUE,FALSE,0.107142857142857,-0.0155760941944134
"9217nic2.t1inter",13,TRUE,TRUE,0.192307692307692,0.156332701574712
"9218nic2.t1inter",13,FALSE,FALSE,0,-0.0587002488789084
"9219nic2.t1inter",13,TRUE,FALSE,0.046875,-0.11685141968861
"9220nic2.t1inter",13,FALSE,FALSE,-0.0934065934065934,-0.0428133182164478
"9221nic2.t1inter",13,TRUE,TRUE,0.15,0.116620496918489
"9222nic2.t1inter",13,TRUE,TRUE,0.145833333333333,0.0668529447159411
"9223nic2.t1inter",13,TRUE,TRUE,0.125,0.0993825945742314
"9224nic2.t1inter",13,TRUE,TRUE,0.00946969696969702,0.0664102023930765
"9201nic2.t1global",13,TRUE,TRUE,0.148148143291473,0.0466879987309422
"9202nic2.t1global",13,TRUE,TRUE,0.0479444364706675,0.0268179188900252
"9203nic2.t1global",13,TRUE,TRUE,0.0521527845412495,0.0547117311945652
"9204nic2.t1global",13,TRUE,TRUE,0.0738888839880624,0.0212853819327442
"9205nic2.t1global",13,TRUE,TRUE,0.128273812787873,0.015554226402479
"9206nic2.t1global",13,TRUE,FALSE,0.131047010421753,-0.0294696126611816
"9207nic2.t1global",13,TRUE,TRUE,0.0966145759448408,0.0320492650132088
"9208nic2.t1global",13,TRUE,TRUE,0.0910256367463332,0.0136312160952415
"9209nic2.t1global",13,TRUE,FALSE,0.0832738120641027,-0.0823858417189043
"9210nic2.t1global",13,TRUE,FALSE,0.089246030364718,-0.030952095041456
"9211nic2.t1global",13,TRUE,FALSE,0.142956352659634,-0.0116409499580625
"9212nic2.t1global",13,TRUE,FALSE,0.100476196834019,-0.0347070263654085
"9213nic2.t1global",13,TRUE,TRUE,0.151370360329747,0.0238987557652328
"9214nic2.t1global",13,TRUE,TRUE,0.148129634062449,0.0210676106287162
"9215nic2.t1global",13,TRUE,TRUE,0.0638888925313947,0.0266986311952732
"9216nic2.t1global",13,TRUE,TRUE,0.0482142865657806,0.0442482289929442
"9217nic2.t1global",13,TRUE,FALSE,0.0730341764596792,-0.00730782474617742
"9218nic2.t1global",13,TRUE,TRUE,0.0210042687562796,0.0174887072841612
"9219nic2.t1global",13,TRUE,FALSE,0.0660590194165706,-0.00609651875568723
"9220nic2.t1global",13,TRUE,TRUE,0.140476190618106,0.0685899577325758
"9221nic2.t1global",13,TRUE,TRUE,0.0931481550137202,0.0516270052047273
"9222nic2.t1global",13,TRUE,TRUE,0.175486102079352,0.0916972731700272
"9223nic2.t1global",13,TRUE,TRUE,0.0702380921159471,0.0410466054772231
"9224nic2.t1global",13,TRUE,TRUE,0.0152777805924414,0.00639862053724152
"9201nic2.t1demo",13,TRUE,TRUE,0.0258518517017363,0.0125295392819044
"9202nic2.t1demo",13,TRUE,TRUE,0.0675925960143405,0.0479308391745721
"9203nic2.t1demo",13,TRUE,TRUE,0.0520138889551165,0.0343919731661814
"9204nic2.t1demo",13,FALSE,TRUE,-0.0267407457033794,0.0265098509328113
"9205nic2.t1demo",13,TRUE,TRUE,0.0575396801744187,0.0247556225019382
"9206nic2.t1demo",13,TRUE,TRUE,0.0536324771550987,0.0849675399693753
"9207nic2.t1demo",13,TRUE,TRUE,0.115625001490116,0.0485339675304263
"9208nic2.t1demo",13,TRUE,TRUE,0.109700845984312,0.0354340550747992
"9209nic2.t1demo",13,FALSE,TRUE,-0.0309523854936873,0.0296530567889977
"9210nic2.t1demo",13,TRUE,FALSE,0.0287698427481311,-0.0490729433916055
"9211nic2.t1demo",13,TRUE,TRUE,0.0731746022190367,0.0493262503614392
"9212nic2.t1demo",13,TRUE,TRUE,0.028611108660698,0.0608596974859897
"9213nic2.t1demo",13,TRUE,TRUE,0.103518512845039,0.0759405025063595
"9214nic2.t1demo",13,TRUE,TRUE,0.111481476823489,0.0646193807911375
"9215nic2.t1demo",13,FALSE,FALSE,-0.0413888841867445,-0.00208703374984631
"9216nic2.t1demo",13,FALSE,FALSE,-0.0158730106694358,-0.0335221424683318
"9217nic2.t1demo",13,TRUE,FALSE,0.0497863200994638,-0.0532130913510452
"9218nic2.t1demo",13,TRUE,TRUE,0.0651709506144891,0.0353192653921205
"9219nic2.t1demo",13,TRUE,TRUE,0.112291648983955,0.0209779058117472
"9220nic2.t1demo",13,TRUE,TRUE,0.106746032834053,0.0777881257016205
"9221nic2.t1demo",13,TRUE,TRUE,0.0867407480875652,0.0141522353315573
"9222nic2.t1demo",13,TRUE,TRUE,0.123194433748722,0.0276983386521893
"9223nic2.t1demo",13,TRUE,FALSE,0.0450992158481053,-0.0565231810041923
"9224nic2.t1demo",13,FALSE,TRUE,-0.0171296298503876,0.0272970395115792
"9201nic2.t1forai1",13,FALSE,FALSE,-0.369047619047619,-0.000742736816742862
"9202nic2.t1forai1",13,TRUE,FALSE,0.126190476190476,-0.0452912329340011
"9203nic2.t1forai1",13,NA,TRUE,NA,0.172577127364258
