"polarfreq","homofreq","polarex","homoex"
1,0.31961137446347,0.719633542793962,0.340186057403642
0.31961137446347,1,0.265512611999854,0.719943681133089
0.719633542793962,0.265512611999854,1,0.404468654833239
0.340186057403642,0.719943681133089,0.404468654833239,1
