"unique_id","poll_id","group_id","freqgrp_grp","extgrp_grp","freqdis_grp","extdis_grp"
"2201ukhealth.t1payhlt",2,2201,TRUE,0.121212121212121,TRUE,0.131818181818182
"2204ukhealth.t1payhlt",2,2204,TRUE,0.0773809523809524,NA,NA
"2205ukhealth.t1payhlt",2,2205,TRUE,0.092948717948718,TRUE,0.102272727272727
"2206ukhealth.t1payhlt",2,2206,TRUE,0.0247252747252747,FALSE,-0.0113636363636364
"2207ukhealth.t1payhlt",2,2207,FALSE,-0.1,FALSE,0
"2208ukhealth.t1payhlt",2,2208,FALSE,-0.0738095238095238,FALSE,-0.00378787878787878
"2209ukhealth.t1payhlt",2,2209,FALSE,-0.120879120879121,FALSE,-0.0763888888888889
"2210ukhealth.t1payhlt",2,2210,FALSE,-0.0252525252525252,FALSE,-0.0446428571428572
"2211ukhealth.t1payhlt",2,2211,TRUE,0.0357142857142857,TRUE,0.1
"2212ukhealth.t1payhlt",2,2212,TRUE,0.104166666666667,TRUE,0.118181818181818
"2213ukhealth.t1payhlt",2,2213,TRUE,0.071969696969697,TRUE,0.0772727272727273
"2214ukhealth.t1payhlt",2,2214,FALSE,-0.125,FALSE,-0.1
"2201ukhealth.t1poora",2,2201,FALSE,-0.00480769230769229,FALSE,-0.00568181818181823
"2204ukhealth.t1poora",2,2204,NA,NA,TRUE,0.0625
"2205ukhealth.t1poora",2,2205,TRUE,0.0769230769230769,TRUE,0.0833333333333334
"2206ukhealth.t1poora",2,2206,FALSE,-0.00769230769230766,FALSE,-0.0174825174825175
"2207ukhealth.t1poora",2,2207,TRUE,0.22979797979798,TRUE,0.3375
"2208ukhealth.t1poora",2,2208,TRUE,0.132291666666667,TRUE,0.139423076923077
"2209ukhealth.t1poora",2,2209,FALSE,-0.196428571428571,FALSE,-0.111111111111111
"2210ukhealth.t1poora",2,2210,FALSE,0,FALSE,0
"2211ukhealth.t1poora",2,2211,TRUE,0.0178571428571428,TRUE,0.075
"2212ukhealth.t1poora",2,2212,FALSE,-0.0643382352941176,FALSE,-0.046875
"2213ukhealth.t1poora",2,2213,TRUE,0.0192307692307692,FALSE,-0.0208333333333334
"2214ukhealth.t1poora",2,2214,FALSE,-0.15625,FALSE,-0.116666666666667
"2201ukhealth.t1option",2,2201,NA,NA,NA,NA
"2204ukhealth.t1option",2,2204,FALSE,-0.0714285714285714,FALSE,-0.0833333333333334
"2205ukhealth.t1option",2,2205,TRUE,0.0608974358974359,TRUE,0.0681818181818182
"2206ukhealth.t1option",2,2206,TRUE,0.0333333333333333,TRUE,0.0384615384615384
"2207ukhealth.t1option",2,2207,FALSE,0,FALSE,0
"2208ukhealth.t1option",2,2208,FALSE,-0.0583333333333333,FALSE,-0.0352564102564102
"2209ukhealth.t1option",2,2209,TRUE,0.0247252747252747,TRUE,0.152777777777778
"2210ukhealth.t1option",2,2210,TRUE,0.136363636363636,NA,NA
"2211ukhealth.t1option",2,2211,NA,NA,FALSE,0
"2212ukhealth.t1option",2,2212,TRUE,0.0955882352941176,TRUE,0.102083333333333
"2213ukhealth.t1option",2,2213,TRUE,0.0160256410256411,TRUE,0.0606060606060607
"2214ukhealth.t1option",2,2214,TRUE,0.00416666666666665,TRUE,0.00476190476190474
"2201ukhealth.t1hlthfu",2,2201,FALSE,-0.0569444444444444,FALSE,-0.0666666666666666
"2204ukhealth.t1hlthfu",2,2204,FALSE,-0.0345238095238095,FALSE,-0.0527777777777778
"2205ukhealth.t1hlthfu",2,2205,FALSE,-0.129166666666667,FALSE,-0.13006993006993
"2206ukhealth.t1hlthfu",2,2206,FALSE,-0.0705555555555555,FALSE,-0.0737179487179487
"2207ukhealth.t1hlthfu",2,2207,TRUE,0.0318181818181818,TRUE,0.035
"2208ukhealth.t1hlthfu",2,2208,FALSE,-0.0922916666666667,FALSE,-0.0963141025641026
"2209ukhealth.t1hlthfu",2,2209,FALSE,-0.171428571428571,FALSE,-0.127777777777778
"2210ukhealth.t1hlthfu",2,2210,TRUE,0.0708333333333333,TRUE,0.138888888888889
"2211ukhealth.t1hlthfu",2,2211,TRUE,0.116826923076923,TRUE,0.137361111111111
"2212ukhealth.t1hlthfu",2,2212,TRUE,0.0267156862745099,TRUE,0.0127604166666667
"2213ukhealth.t1hlthfu",2,2213,TRUE,0.199679487179487,TRUE,0.208049242424242
"2214ukhealth.t1hlthfu",2,2214,FALSE,-0.01171875,FALSE,-0.0325
"2201ukhealth.t1ctexpt",2,2201,TRUE,0.102964743589744,NA,NA
"2204ukhealth.t1ctexpt",2,2204,FALSE,-0.0997023809523809,FALSE,-0.0920138888888888
"2205ukhealth.t1ctexpt",2,2205,FALSE,-0.0044642857142857,FALSE,0
"2206ukhealth.t1ctexpt",2,2206,TRUE,0.00277777777777777,TRUE,0.00320512820512819
"2207ukhealth.t1ctexpt",2,2207,TRUE,0.0164772727272727,TRUE,0.0173611111111112
"2208ukhealth.t1ctexpt",2,2208,TRUE,0.0231770833333333,TRUE,0.046073717948718
"2209ukhealth.t1ctexpt",2,2209,FALSE,-0.0124771062271062,TRUE,0.0295138888888888
"2210ukhealth.t1ctexpt",2,2210,TRUE,0.0989583333333334,TRUE,0.145833333333333
"2211ukhealth.t1ctexpt",2,2211,FALSE,-0.0982142857142857,FALSE,-0.09375
"2212ukhealth.t1ctexpt",2,2212,TRUE,0.0638020833333333,TRUE,0.0458333333333333
"2213ukhealth.t1ctexpt",2,2213,TRUE,0.032051282051282,TRUE,0.0220959595959597
"2214ukhealth.t1ctexpt",2,2214,FALSE,-0.114583333333333,FALSE,-0.118055555555556
"2201ukhealth.t1pritre",2,2201,FALSE,-0.149305555555556,FALSE,-0.147727272727273
"2204ukhealth.t1pritre",2,2204,TRUE,0.119047619047619,TRUE,0.118055555555555
"2205ukhealth.t1pritre",2,2205,TRUE,0.161255411255411,TRUE,0.149358974358974
"2206ukhealth.t1pritre",2,2206,FALSE,-0.140476190476191,FALSE,-0.135683760683761
"2207ukhealth.t1pritre",2,2207,FALSE,-0.106060606060606,FALSE,-0.119444444444445
