"file","regenerated","match","n_mismatch","max_diff","note"
"01_table_1_dp_summary.csv",TRUE,TRUE,0,0,""
"02_table_2_hom_pol_normed.csv",TRUE,FALSE,2,0.00490196078431404,""
"02_table_2_hom_pol_se.csv",TRUE,FALSE,6,0.00490196078431404,""
"02_table_2_hom_pol.csv",TRUE,FALSE,4,0.00490196078431404,""
"03_dom_ed_by_group_issue.csv",TRUE,FALSE,1,1.01307850997046e-15,""
"03_dom_fem_by_group_issue.csv",TRUE,FALSE,6,0.104395604395604,""
"03_dom_highinc_by_group_issue.csv",TRUE,TRUE,0,9.99200722162641e-16,""
"03_dom_lowed_by_group_issue.csv",TRUE,FALSE,3,1.01307850997046e-15,""
"03_dom_lowinc_by_group_issue.csv",TRUE,TRUE,0,9.99200722162641e-16,""
"03_dom_men_by_group_issue.csv",TRUE,FALSE,5,0.142857142857143,""
"03_dom_triple_by_group_issue.csv",TRUE,TRUE,0,9.99200722162641e-16,""
"03_dom_triple_disadv_by_group_issue.csv",TRUE,FALSE,3,0.145833333333333,""
"03_hom_pol_by_group_issue.csv",TRUE,FALSE,2,1.01307850997046e-15,""
"04_table_4a_toward_female_normed.csv",TRUE,FALSE,6,0.0074626865671641,""
"04_table_4a_toward_female_se.csv",TRUE,FALSE,8,0.0014909781576451,""
"04_table_4a_toward_female.csv",TRUE,FALSE,9,0.0014909781576451,""
"04_table_4a_toward_male_normed.csv",TRUE,FALSE,4,0.0054131054131055,""
"04_table_4a_toward_male_se.csv",TRUE,FALSE,19,0.0483614596559661,""
"04_table_4a_toward_male.csv",TRUE,FALSE,13,0.00374531835205999,""
"04_table_4b_toward_highed_normed.csv",TRUE,TRUE,0,1.00613961606655e-16,""
"04_table_4b_toward_highed_se.csv",TRUE,FALSE,6,0.00543859441087199,""
"04_table_4b_toward_highed.csv",TRUE,FALSE,3,0.00305810397553602,""
"04_table_4b_toward_lowed_normed.csv",TRUE,FALSE,2,0.000151592166275798,""
"04_table_4b_toward_lowed_se.csv",TRUE,FALSE,9,0.0208403888722579,""
"04_table_4b_toward_lowed.csv",TRUE,FALSE,7,0.020408163265306,""
"04_table_4c_toward_highinc_normed.csv",TRUE,TRUE,0,1.00613961606655e-16,""
"04_table_4c_toward_highinc_se.csv",TRUE,TRUE,0,4.52887909119237e-09,""
"04_table_4c_toward_highinc.csv",TRUE,TRUE,0,1.00613961606655e-16,""
"04_table_4c_toward_lowinc_normed.csv",TRUE,TRUE,0,1.00613961606655e-16,""
"04_table_4c_toward_lowinc_se.csv",TRUE,TRUE,0,4.52954999896615e-09,""
"04_table_4c_toward_lowinc.csv",TRUE,TRUE,0,1.04083408558608e-16,""
"04_table_4d_toward_triple_disadv_normed.csv",TRUE,FALSE,2,0.00231481481481481,""
"04_table_4d_toward_triple_disadv_se.csv",TRUE,FALSE,18,0.033639753286283,""
"04_table_4d_toward_triple_disadv.csv",TRUE,FALSE,9,0.00952380952380899,""
"04_table_4d_toward_triple_normed.csv",TRUE,TRUE,0,1.04083408558608e-17,""
"04_table_4d_toward_triple_se.csv",TRUE,TRUE,0,2.82446799976244e-09,""
"04_table_4d_toward_triple.csv",TRUE,TRUE,0,9.54097911787244e-18,""
"05_corr_hom_pol.csv",TRUE,FALSE,6,0.00139884527268996,""
"05_corr_hpd.csv",TRUE,FALSE,58,0.00532855296829592,""
"att_change.csv",TRUE,TRUE,0,1.99840144432528e-15,""
