"poll_id","source_poll_id","poll_name","issue_id","pair_id","group_id","group_key","net_change","gross_change","n_complete"
13,92,"National Issues Convention 2","nic2.t1forai1","13:9215::nic2.t1forai1","9215","13:9215",0.291666666666667,0.375,12
13,92,"National Issues Convention 2","nic2.t1forai1","13:9216::nic2.t1forai1","9216","13:9216",0.285714285714286,0.285714285714286,14
13,92,"National Issues Convention 2","nic2.t1forai1","13:9217::nic2.t1forai1","9217","13:9217",0.208333333333333,0.291666666666667,12
13,92,"National Issues Convention 2","nic2.t1forai1","13:9218::nic2.t1forai1","9218","13:9218",0.1,0.1,10
13,92,"National Issues Convention 2","nic2.t1forai1","13:9219::nic2.t1forai1","9219","13:9219",0.178571428571429,0.25,14
13,92,"National Issues Convention 2","nic2.t1forai1","13:9220::nic2.t1forai1","9220","13:9220",0.192307692307692,0.269230769230769,13
13,92,"National Issues Convention 2","nic2.t1forai1","13:9221::nic2.t1forai1","9221","13:9221",0.178571428571429,0.25,14
13,92,"National Issues Convention 2","nic2.t1forai1","13:9222::nic2.t1forai1","9222","13:9222",0.25,0.333333333333333,12
13,92,"National Issues Convention 2","nic2.t1forai1","13:9223::nic2.t1forai1","9223","13:9223",0.291666666666667,0.291666666666667,12
13,92,"National Issues Convention 2","nic2.t1forai1","13:9224::nic2.t1forai1","9224","13:9224",0.272727272727273,0.272727272727273,11
13,92,"National Issues Convention 2","nic2.t1trade_b","13:9201::nic2.t1trade_b","9201","13:9201",0.0909090909090909,0.363636363636364,11
13,92,"National Issues Convention 2","nic2.t1trade_b","13:9202::nic2.t1trade_b","9202","13:9202",0,0.285714285714286,14
13,92,"National Issues Convention 2","nic2.t1trade_b","13:9203::nic2.t1trade_b","9203","13:9203",0.166666666666667,0.233333333333333,15
13,92,"National Issues Convention 2","nic2.t1trade_b","13:9204::nic2.t1trade_b","9204","13:9204",0.0714285714285715,0.428571428571429,14
13,92,"National Issues Convention 2","nic2.t1trade_b","13:9205::nic2.t1trade_b","9205","13:9205",0.1,0.4,10
13,92,"National Issues Convention 2","nic2.t1trade_b","13:9206::nic2.t1trade_b","9206","13:9206",0.181818181818182,0.454545454545455,11
13,92,"National Issues Convention 2","nic2.t1trade_b","13:9207::nic2.t1trade_b","9207","13:9207",0.208333333333333,0.291666666666667,12
13,92,"National Issues Convention 2","nic2.t1trade_b","13:9208::nic2.t1trade_b","9208","13:9208",0.125,0.25,8
13,92,"National Issues Convention 2","nic2.t1trade_b","13:9209::nic2.t1trade_b","9209","13:9209",0.125,0.125,12
13,92,"National Issues Convention 2","nic2.t1trade_b","13:9210::nic2.t1trade_b","9210","13:9210",0.384615384615385,0.384615384615385,13
