"poll_id","source_poll_id","poll_name","issue_id","group_key","pair_id","dimension","group_id","adv_t1","dis_t1","adv_t2","dis_t2","grp_t1","grp_t2","disadvantaged_share","n_eligible","reference_tie","no_group_movement","ext_grp","ext_dis","ext_grp_mir","ext_adv_mir","ext_adv","adv_t1_paired","dis_t1_paired","adv_t2_paired","dis_t2_paired","grp_t1_paired","grp_t2_paired","disadvantaged_share_paired","n_eligible_paired","reference_tie_paired","no_group_movement_paired","ext_grp_paired","ext_dis_paired","ext_grp_mir_paired","ext_adv_mir_paired","ext_adv_paired","freqgrp_grp","freqdis_grp","freqgrp_mir","freqadv_mir","freqadv_grp"
12,91,"New Haven","nh.t1manvol","12:9101","12:9101::nh.t1manvol","gender","9101",0.3875,0.5625,0.225,0.4375,0.416666666666667,0.260416666666667,0.166666666666667,6,FALSE,FALSE,0.15625,0.125,-0.15625,-0.1625,0.1625,0.3875,0.5625,0.225,0.4375,0.416666666666667,0.260416666666667,0.166666666666667,6,FALSE,FALSE,0.15625,0.125,-0.15625,-0.1625,0.1625,TRUE,TRUE,FALSE,FALSE,TRUE
12,91,"New Haven","nh.t1manvol","12:9102","12:9102::nh.t1manvol","gender","9102",0.3125,0.46875,0.25,0.239583333333333,0.446428571428571,0.241071428571429,0.857142857142857,7,FALSE,FALSE,0.205357142857143,0.229166666666667,-0.205357142857143,-0.0625,0.0625,0.3125,0.46875,0.25,0.239583333333333,0.446428571428571,0.241071428571429,0.857142857142857,7,FALSE,FALSE,0.205357142857143,0.229166666666667,-0.205357142857143,-0.0625,0.0625,TRUE,TRUE,FALSE,FALSE,TRUE
12,91,"New Haven","nh.t1manvol","12:9103","12:9103::nh.t1manvol","gender","9103",0.375,0.46875,0.145833333333333,0.234375,0.428571428571429,0.196428571428571,0.571428571428571,7,FALSE,FALSE,0.232142857142857,0.234375,-0.232142857142857,-0.229166666666667,0.229166666666667,0.375,0.46875,0.145833333333333,0.234375,0.428571428571429,0.196428571428571,0.571428571428571,7,FALSE,FALSE,0.232142857142857,0.234375,-0.232142857142857,-0.229166666666667,0.229166666666667,TRUE,TRUE,FALSE,FALSE,TRUE
12,91,"New Haven","nh.t1manvol","12:9104","12:9104::nh.t1manvol","gender","9104",0.375,0.40625,0.322916666666667,0.302083333333333,0.390625,0.3125,0.5,12,FALSE,FALSE,0.078125,0.104166666666667,-0.078125,-0.0520833333333333,0.0520833333333333,0.375,0.40625,0.322916666666667,0.302083333333333,0.390625,0.3125,0.5,12,FALSE,FALSE,0.078125,0.104166666666667,-0.078125,-0.0520833333333333,0.0520833333333333,TRUE,TRUE,FALSE,FALSE,TRUE
12,91,"New Haven","nh.t1manvol","12:9105","12:9105::nh.t1manvol","gender","9105",0.291666666666667,0.421875,0.208333333333333,0.25,0.34375,0.225,0.4,10,FALSE,FALSE,0.11875,0.171875,-0.11875,-0.0833333333333333,0.0833333333333333,0.291666666666667,0.421875,0.208333333333333,0.25,0.34375,0.225,0.4,10,FALSE,FALSE,0.11875,0.171875,-0.11875,-0.0833333333333333,0.0833333333333333,TRUE,TRUE,FALSE,FALSE,TRUE
12,91,"New Haven","nh.t1manvol","12:9106","12:9106::nh.t1manvol","gender","9106",0.375,0.4375,0.25,0.395833333333333,0.421875,0.359375,0.75,4,FALSE,FALSE,0.0625,0.0416666666666667,-0.0625,-0.125,0.125,0.375,0.4375,0.25,0.395833333333333,0.421875,0.359375,0.75,4,FALSE,FALSE,0.0625,0.0416666666666667,-0.0625,-0.125,0.125,TRUE,TRUE,FALSE,FALSE,TRUE
12,91,"New Haven","nh.t1manvol","12:9107","12:9107::nh.t1manvol","gender","9107",0.515625,0.40625,0.328125,0.270833333333333,0.45,0.29375,0.6,10,FALSE,FALSE,-0.15625,-0.135416666666667,0.15625,0.1875,-0.1875,0.515625,0.40625,0.328125,0.270833333333333,0.45,0.29375,0.6,10,FALSE,FALSE,-0.15625,-0.135416666666667,0.15625,0.1875,-0.1875,FALSE,FALSE,TRUE,TRUE,FALSE
12,91,"New Haven","nh.t1manvol","12:9108","12:9108::nh.t1manvol","gender","9108",0.475,0.395833333333333,0.4125,0.375,0.4453125,0.3984375,0.375,8,FALSE,FALSE,-0.046875,-0.0208333333333333,0.046875,0.0625,-0.0625,0.475,0.395833333333333,0.4125,0.375,0.4453125,0.3984375,0.375,8,FALSE,FALSE,-0.046875,-0.0208333333333333,0.046875,0.0625,-0.0625,FALSE,FALSE,TRUE,TRUE,FALSE
12,91,"New Haven","nh.t1manvol","12:9109","12:9109::nh.t1manvol","gender","9109",0.40625,0.4625,0.328125,0.275,0.4375,0.298611111111111,0.555555555555556,9,FALSE,FALSE,0.138888888888889,0.1875,-0.138888888888889,-0.078125,0.078125,0.40625,0.4625,0.328125,0.275,0.4375,0.298611111111111,0.555555555555556,9,FALSE,FALSE,0.138888888888889,0.1875,-0.138888888888889,-0.078125,0.078125,TRUE,TRUE,FALSE,FALSE,TRUE
12,91,"New Haven","nh.t1manvol","12:9110","12:9110::nh.t1manvol","gender","9110",0.4375,0.4125,0.25,0.3,0.421875,0.28125,0.625,8,FALSE,FALSE,-0.140625,-0.1125,0.140625,0.1875,-0.1875,0.4375,0.4125,0.25,0.3,0.421875,0.28125,0.625,8,FALSE,FALSE,-0.140625,-0.1125,0.140625,0.1875,-0.1875,FALSE,FALSE,TRUE,TRUE,FALSE
12,91,"New Haven","nh.t1manvol","12:9111","12:9111::nh.t1manvol","gender","9111",0.375,0.35,0.28125,0.125,0.363636363636364,0.210227272727273,0.454545454545455,11,FALSE,FALSE,-0.153409090909091,-0.225,0.153409090909091,0.09375,-0.09375,0.375,0.35,0.28125,0.125,0.363636363636364,0.210227272727273,0.454545454545455,11,FALSE,FALSE,-0.153409090909091,-0.225,0.153409090909091,0.09375,-0.09375,FALSE,FALSE,TRUE,TRUE,FALSE
