"poll_id","source_poll_id","poll_name","issue_id","pair_id","group_id","group_key","t1mean","t2mean","t1sd","t2sd","n_t1","n_t2","n_complete","t1mean_cc","t2mean_cc","t1sd_cc","t2sd_cc","polarex","homoex","polarfreq","homofreq","polar_abs","polarex_cc","homoex_cc","polarfreq_cc","homofreq_cc","polar_abs_cc"
12,91,"New Haven","nh.t1manvol","12:9101::nh.t1manvol","9101","12:9101",0.416666666666667,0.260416666666667,0.211640418320005,0.191281315518967,6,6,6,0.416666666666667,0.260416666666667,0.211640418320005,0.191281315518967,0.15625,0.0203591028010378,TRUE,TRUE,0.15625,0.15625,0.0203591028010378,TRUE,TRUE,0.15625
12,91,"New Haven","nh.t1manvol","12:9102::nh.t1manvol","9102","12:9102",0.446428571428571,0.241071428571429,0.091490631838925,0.223689969334685,7,7,7,0.446428571428571,0.241071428571429,0.091490631838925,0.223689969334685,0.205357142857143,-0.13219933749576,TRUE,FALSE,0.205357142857143,0.205357142857143,-0.13219933749576,TRUE,FALSE,0.205357142857143
12,91,"New Haven","nh.t1manvol","12:9103::nh.t1manvol","9103","12:9103",0.428571428571429,0.196428571428571,0.14173667737846,0.146257885420305,7,7,7,0.428571428571429,0.196428571428571,0.14173667737846,0.146257885420305,0.232142857142857,-0.00452120804184475,TRUE,FALSE,0.232142857142857,0.232142857142857,-0.00452120804184475,TRUE,FALSE,0.232142857142857
12,91,"New Haven","nh.t1manvol","12:9104::nh.t1manvol","9104","12:9104",0.390625,0.3125,0.143824091577808,0.180749701370305,12,12,12,0.390625,0.3125,0.143824091577808,0.180749701370305,0.078125,-0.0369256097924969,TRUE,FALSE,0.078125,0.078125,-0.0369256097924969,TRUE,FALSE,0.078125
12,91,"New Haven","nh.t1manvol","12:9105::nh.t1manvol","9105","12:9105",0.34375,0.225,0.15095184110614,0.156458194629322,10,10,10,0.34375,0.225,0.15095184110614,0.156458194629322,0.11875,-0.00550635352318157,TRUE,FALSE,0.11875,0.11875,-0.00550635352318157,TRUE,FALSE,0.11875
12,91,"New Haven","nh.t1manvol","12:9106::nh.t1manvol","9106","12:9106",0.421875,0.359375,0.09375,0.193480996052153,4,4,4,0.421875,0.359375,0.09375,0.193480996052153,0.0625,-0.0997309960521532,TRUE,FALSE,0.0625,0.0625,-0.0997309960521532,TRUE,FALSE,0.0625
12,91,"New Haven","nh.t1manvol","12:9107::nh.t1manvol","9107","12:9107",0.45,0.29375,0.140682858467784,0.169378971868149,10,10,10,0.45,0.29375,0.140682858467784,0.169378971868149,0.15625,-0.0286961134003643,TRUE,FALSE,0.15625,0.15625,-0.0286961134003643,TRUE,FALSE,0.15625
12,91,"New Haven","nh.t1manvol","12:9108::nh.t1manvol","9108","12:9108",0.4453125,0.3984375,0.107930512533362,0.0879928720733349,8,8,8,0.4453125,0.3984375,0.107930512533362,0.0879928720733349,0.046875,0.0199376404600274,TRUE,TRUE,0.046875,0.046875,0.0199376404600274,TRUE,TRUE,0.046875
12,91,"New Haven","nh.t1manvol","12:9109::nh.t1manvol","9109","12:9109",0.4375,0.298611111111111,0.149869735103522,0.145833333333333,9,9,9,0.4375,0.298611111111111,0.149869735103522,0.145833333333333,0.138888888888889,0.00403640177018916,TRUE,TRUE,0.138888888888889,0.138888888888889,0.00403640177018916,TRUE,TRUE,0.138888888888889
12,91,"New Haven","nh.t1manvol","12:9110::nh.t1manvol","9110","12:9110",0.421875,0.28125,0.119289189427566,0.211288563682129,8,8,8,0.421875,0.28125,0.119289189427566,0.211288563682129,0.140625,-0.0919993742545632,TRUE,FALSE,0.140625,0.140625,-0.0919993742545632,TRUE,FALSE,0.140625
12,91,"New Haven","nh.t1manvol","12:9111::nh.t1manvol","9111","12:9111",0.363636363636364,0.210227272727273,0.152628485367098,0.196199689555866,11,11,11,0.363636363636364,0.210227272727273,0.152628485367098,0.196199689555866,0.153409090909091,-0.0435712041887677,TRUE,FALSE,0.153409090909091,0.153409090909091,-0.0435712041887677,TRUE,FALSE,0.153409090909091
12,91,"New Haven","nh.t1manvol","12:9112::nh.t1manvol","9112","12:9112",0.4453125,0.3203125,0.17177350899617,0.193180326101954,8,8,8,0.4453125,0.3203125,0.17177350899617,0.193180326101954,0.125,-0.0214068171057841,TRUE,FALSE,0.125,0.125,-0.0214068171057841,TRUE,FALSE,0.125
12,91,"New Haven","nh.t1manvol","12:9113::nh.t1manvol","9113","12:9113",0.4375,0.302083333333333,0.125,0.121299388566747,6,6,6,0.4375,0.302083333333333,0.125,0.121299388566747,0.135416666666667,0.00370061143325302,TRUE,TRUE,0.135416666666667,0.135416666666667,0.00370061143325302,TRUE,TRUE,0.135416666666667
12,91,"New Haven","nh.t1manvol","12:9114::nh.t1manvol","9114","12:9114",0.446428571428571,0.455357142857143,0.0668153104781061,0.18298126367785,7,7,7,0.446428571428571,0.455357142857143,0.0668153104781061,0.18298126367785,-0.0089285714285714,-0.116165953199744,FALSE,FALSE,-0.0089285714285714,-0.0089285714285714,-0.116165953199744,FALSE,FALSE,-0.0089285714285714
12,91,"New Haven","nh.t1manvol","12:9115::nh.t1manvol","9115","12:9115",0.418269230769231,0.360576923076923,0.19159523473813,0.177059764645755,13,13,13,0.418269230769231,0.360576923076923,0.19159523473813,0.177059764645755,0.0576923076923077,0.0145354700923743,TRUE,TRUE,0.0576923076923077,0.0576923076923077,0.0145354700923743,TRUE,TRUE,0.0576923076923077
12,91,"New Haven","nh.t1manvol","12:9116::nh.t1manvol","9116","12:9116",0.416666666666667,0.479166666666667,0.183995018048497,0.0940965815886351,6,6,6,0.416666666666667,0.479166666666667,0.183995018048497,0.0940965815886351,-0.0625,0.0898984364598617,FALSE,TRUE,-0.0625,-0.0625,0.0898984364598617,FALSE,TRUE,-0.0625
12,91,"New Haven","nh.t1endexp","12:9101::nh.t1endexp","9101","12:9101",0.654166668653488,0.625,0.242598777338238,0.344601218802256,6,6,6,0.654166668653488,0.625,0.242598777338238,0.344601218802256,-0.0291666686534882,-0.102002441464018,FALSE,FALSE,-0.0291666686534882,-0.0291666686534882,-0.102002441464018,FALSE,FALSE,-0.0291666686534882
12,91,"New Haven","nh.t1endexp","12:9102::nh.t1endexp","9102","12:9102",0.892857142857143,0.964285714285714,0.233056808933951,0.0944911182523068,7,7,7,0.892857142857143,0.964285714285714,0.233056808933951,0.0944911182523068,0.0714285714285714,0.138565690681644,TRUE,TRUE,0.0714285714285714,0.0714285714285714,0.138565690681644,TRUE,TRUE,0.0714285714285714
12,91,"New Haven","nh.t1endexp","12:9103::nh.t1endexp","9103","12:9103",0.871428574834551,0.946428571428571,0.145364888538733,0.0668153104781061,7,7,7,0.871428574834551,0.946428571428571,0.145364888538733,0.0668153104781061,0.0749999965940202,0.0785495780606273,TRUE,TRUE,0.0749999965940202,0.0749999965940202,0.0785495780606273,TRUE,TRUE,0.0749999965940202
