"poll_id","source_poll_id","poll_name","issue_id","group_key","pair_id","dimension","group_id","dis_t1","adv_t1","dis_t2","adv_t2","grp_t1","grp_t2","reference_tie","no_group_movement","ext_grp","ext_dis","ext_grp_mir","ext_adv_mir","ext_adv","ext_grp_normed","ext_dis_normed","freqgrp_grp","freqdis_grp","freqgrp_mir","freqadv_mir","freqadv_grp"
12,12,"New Haven","nh.t1manvol","12:9112","12:9112::nh.t1manvol","income","9112",0.484375,0.25,0.296875,0.1875,0.40625,0.260416666666667,FALSE,FALSE,0.145833333333333,0.1875,-0.145833333333333,-0.0625,0.0625,0.358974358974359,0.387096774193548,TRUE,TRUE,FALSE,FALSE,TRUE
12,12,"New Haven","nh.t1manvol","12:9113","12:9113::nh.t1manvol","income","9113",0.421875,0.46875,0.3125,0.28125,0.4375,0.302083333333333,FALSE,FALSE,-0.135416666666667,-0.109375,0.135416666666667,0.1875,-0.1875,-0.30952380952381,-0.259259259259259,FALSE,FALSE,TRUE,TRUE,FALSE
12,12,"New Haven","nh.t1manvol","12:9114","12:9114::nh.t1manvol","income","9114",0.458333333333333,0.4375,0.479166666666667,0.4375,0.446428571428571,0.455357142857143,FALSE,FALSE,-0.0089285714285714,-0.0208333333333334,0.0089285714285714,0,0,-0.0161290322580645,-0.0384615384615385,FALSE,FALSE,TRUE,FALSE,FALSE
12,12,"New Haven","nh.t1manvol","12:9115","12:9115::nh.t1manvol","income","9115",0.4375,0.3875,0.364583333333333,0.3625,0.414772727272727,0.363636363636364,FALSE,FALSE,0.0511363636363636,0.0729166666666667,-0.0511363636363636,-0.025,0.025,0.123287671232877,0.166666666666667,TRUE,TRUE,FALSE,FALSE,TRUE
12,12,"New Haven","nh.t1manvol","12:9116","12:9116::nh.t1manvol","income","9116",0.416666666666667,0.4375,0.541666666666667,0.46875,0.425,0.5125,FALSE,FALSE,0.0875,0.125,-0.0875,-0.03125,0.03125,0.152173913043478,0.214285714285714,TRUE,TRUE,FALSE,FALSE,TRUE
12,12,"New Haven","nh.t1endexp","12:9102","12:9102::nh.t1endexp","income","9102",0.96875,1,1,0.875,0.979166666666667,0.958333333333333,FALSE,FALSE,-0.0208333333333333,0.03125,0.0208333333333333,0.125,-0.125,-0.0212765957446808,1,FALSE,TRUE,TRUE,TRUE,FALSE
12,12,"New Haven","nh.t1endexp","12:9103","12:9103::nh.t1endexp","income","9103",0.875,0.910000002384186,0.875,0.95,0.904166668653488,0.9375,FALSE,FALSE,0.0333333313465118,0,-0.0333333313465118,-0.0399999976158142,0.0399999976158142,0.347826073435619,0,TRUE,FALSE,FALSE,FALSE,TRUE
12,12,"New Haven","nh.t1endexp","12:9104","12:9104::nh.t1endexp","income","9104",0.75,0.75,0.375,0.821428571428571,0.75,0.722222222222222,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,12,"New Haven","nh.t1endexp","12:9105","12:9105::nh.t1endexp","income","9105",0.825,0.84375,0.8,0.75,0.833333333333333,0.777777777777778,FALSE,FALSE,-0.0555555555555556,-0.0249999999999999,0.0555555555555556,0.09375,-0.09375,-0.0666666666666667,-0.0303030303030302,FALSE,FALSE,TRUE,TRUE,FALSE
12,12,"New Haven","nh.t1endexp","12:9106","12:9106::nh.t1endexp","income","9106",0.5,0.5,0.5,0.5,0.5,0.5,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,12,"New Haven","nh.t1endexp","12:9107","12:9107::nh.t1endexp","income","9107",0.90625,0.875,0.418750002980232,0,0.9,0.335000002384186,FALSE,FALSE,0.564999997615814,0.487499997019768,-0.564999997615814,-0.875,0.875,0.627777775128682,0.537931031194226,TRUE,TRUE,FALSE,FALSE,TRUE
12,12,"New Haven","nh.t1endexp","12:9108","12:9108::nh.t1endexp","income","9108",0.958333333333333,0.460000002384186,0.708333333333333,0.375,0.646875001490116,0.5,FALSE,FALSE,0.146875001490116,0.25,-0.146875001490116,-0.0850000023841858,0.0850000023841858,0.227053141877149,0.260869565217391,TRUE,TRUE,FALSE,FALSE,TRUE
12,12,"New Haven","nh.t1endexp","12:9109","12:9109::nh.t1endexp","income","9109",0.8,0.625,0.6,0.916666666666667,0.734375,0.71875,FALSE,FALSE,0.015625,0.2,-0.015625,0.291666666666667,-0.291666666666667,0.0212765957446809,0.25,TRUE,TRUE,FALSE,TRUE,FALSE
12,12,"New Haven","nh.t1endexp","12:9110","12:9110::nh.t1endexp","income","9110",0.875,0.731250002980232,0.5,0.793750002980232,0.760000002384186,0.735000002384186,FALSE,FALSE,0.0249999999999999,0.375,-0.0249999999999999,0.0625,-0.0625,0.0328947367389115,0.428571428571429,TRUE,TRUE,FALSE,TRUE,FALSE
12,12,"New Haven","nh.t1endexp","12:9111","12:9111::nh.t1endexp","income","9111",0.75,0.825000002980232,0.833333333333333,0.78125,0.780000001192093,0.8125,FALSE,FALSE,0.0324999988079071,0.0833333333333334,-0.0324999988079071,0.0437500029802322,-0.0437500029802322,0.147727268109144,0.333333333333333,TRUE,TRUE,FALSE,TRUE,FALSE
12,12,"New Haven","nh.t1endexp","12:9112","12:9112::nh.t1endexp","income","9112",0.918750002980232,0.9375,0.84375,1,0.925000001986822,0.895833333333333,FALSE,FALSE,-0.0291666686534882,-0.0750000029802322,0.0291666686534882,-0.0625,0.0625,-0.0315315336117196,-0.0816326560402155,FALSE,FALSE,TRUE,FALSE,TRUE
12,12,"New Haven","nh.t1endexp","12:9113","12:9113::nh.t1endexp","income","9113",0.856250002980232,0.9375,1,0.875,0.883333335320155,0.958333333333333,FALSE,FALSE,0.0749999980131786,0.143749997019768,-0.0749999980131786,0.0625,-0.0625,0.642857136775037,1,TRUE,TRUE,FALSE,TRUE,FALSE
12,12,"New Haven","nh.t1endexp","12:9114","12:9114::nh.t1endexp","income","9114",0.833333333333333,0.96875,0.791666666666667,0.5,0.910714285714286,0.625,FALSE,FALSE,-0.285714285714286,-0.0416666666666667,0.285714285714286,0.46875,-0.46875,-0.313725490196078,-0.0500000000000001,FALSE,FALSE,TRUE,TRUE,FALSE
12,12,"New Haven","nh.t1endexp","12:9115","12:9115::nh.t1endexp","income","9115",0.833333333333333,0.810000002384186,0.716666668653488,0.675,0.822727273810994,0.697727273810994,FALSE,FALSE,0.125,0.116666664679845,-0.125,-0.135000002384186,0.135000002384186,0.151933701457327,0.139999997615814,TRUE,TRUE,FALSE,FALSE,TRUE
12,12,"New Haven","nh.t1endexp","12:9116","12:9116::nh.t1endexp","income","9116",0.725000003973643,0.9375,0.833333333333333,0.9375,0.810000002384186,0.875,FALSE,FALSE,0.0649999976158142,0.10833332935969,-0.0649999976158142,0,0,0.342105254902404,0.393939385182054,TRUE,TRUE,FALSE,FALSE,FALSE
13,13,"National Issues Convention 2","nic2.t1envir","13:9201","13:9201::nic2.t1envir","income","9201",0.887499995529652,0.702083334326744,0.896874994039536,0.868749991059303,0.825694441795349,0.887499993046125,FALSE,FALSE,-0.0618055512507756,-0.00937499850988388,0.0618055512507756,0.166666656732559,-0.166666656732559,-0.354581643221096,-0.0833333167764882,FALSE,FALSE,TRUE,TRUE,FALSE
13,13,"National Issues Convention 2","nic2.t1envir","13:9202","13:9202::nic2.t1envir","income","9202",0.892708331346512,0.785714285714286,0.834375001490116,0.68928570832525,0.84277777671814,0.766666664679845,FALSE,FALSE,0.0761111120382946,0.0583333298563957,-0.0761111120382946,-0.096428577389036,0.096428577389036,0.0903098232308388,0.0653442202879511,TRUE,TRUE,FALSE,FALSE,TRUE
13,13,"National Issues Convention 2","nic2.t1envir","13:9203","13:9203::nic2.t1envir","income","9203",0.737500002607703,0.806250004563481,0.75,0.81250000372529,0.771875003585592,0.781250001862645,FALSE,FALSE,0.00937499827705324,0.0124999973922968,-0.00937499827705324,-0.00624999916180979,0.00624999916180979,0.0410958835042468,0.0476190381579928,TRUE,TRUE,FALSE,FALSE,TRUE
13,13,"National Issues Convention 2","nic2.t1envir","13:9204","13:9204::nic2.t1envir","income","9204",0.825,0.740625008940697,0.820000004768372,0.668749999254942,0.77307692857889,0.726923078298569,FALSE,FALSE,0.0461538502803216,0.00499999523162831,-0.0461538502803216,-0.0718750096857548,0.0718750096857548,0.0597014974501489,0.00606060028076158,TRUE,TRUE,FALSE,FALSE,TRUE
13,13,"National Issues Convention 2","nic2.t1envir","13:9205","13:9205::nic2.t1envir","income","9205",0.871428574834551,0.680555558453004,0.878571425165449,0.708333340783914,0.783333336504606,0.80000000160474,FALSE,FALSE,-0.0166666651001344,-0.00714285033089768,0.0166666651001344,0.0277777823309104,-0.0277777823309104,-0.0769230708188234,-0.0555555040453669,FALSE,FALSE,TRUE,TRUE,FALSE
13,13,"National Issues Convention 2","nic2.t1envir","13:9206","13:9206::nic2.t1envir","income","9206",0.793750002980232,0.706250006332994,0.818750001490116,0.731250017881394,0.764583337431153,0.789583340287209,FALSE,FALSE,-0.0250000028560559,-0.0249999985098839,0.0250000028560559,0.0250000115484,-0.0250000115484,-0.106194704245901,-0.121212115738784,FALSE,FALSE,TRUE,TRUE,FALSE
13,13,"National Issues Convention 2","nic2.t1envir","13:9207","13:9207::nic2.t1envir","income","9207",0.766666661609303,0.820000004768372,0.743181816556237,0.710000002384186,0.783333331346512,0.732812499627471,FALSE,FALSE,-0.0505208317190409,-0.0234848450530658,0.0505208317190409,0.110000002384186,-0.110000002384186,-0.0644946789538472,-0.030632406793024,FALSE,FALSE,TRUE,TRUE,FALSE
13,13,"National Issues Convention 2","nic2.t1envir","13:9208","13:9208::nic2.t1envir","income","9208",0.742857149669102,0.575,0.807142870766776,0.640000006556511,0.67291667064031,0.737500010679166,FALSE,FALSE,-0.0645833400388559,-0.0642857210976736,0.0645833400388559,0.0650000065565111,-0.0650000065565111,-0.197452252199115,-0.250000033113692,FALSE,FALSE,TRUE,TRUE,FALSE
13,13,"National Issues Convention 2","nic2.t1envir","13:9209","13:9209::nic2.t1envir","income","9209",0.658333337306976,0.784523810659136,0.625,0.717857143708638,0.731944446762403,0.679166667163372,FALSE,FALSE,-0.0527777795990308,-0.0333333373069764,0.0527777795990308,0.0666666669504983,-0.0666666669504983,-0.0721062641194723,-0.0506329171227027,FALSE,FALSE,TRUE,TRUE,FALSE
13,13,"National Issues Convention 2","nic2.t1envir","13:9210","13:9210::nic2.t1envir","income","9210",0.810185194015503,0.934999990463257,0.808333337306976,0.930000007152557,0.854761907032558,0.851785719394684,FALSE,FALSE,-0.00297618763787411,-0.00185185670852672,0.00297618763787411,0.0049999833106994,-0.0049999833106994,-0.0034818908205753,-0.00228572025532632,FALSE,FALSE,TRUE,TRUE,FALSE
13,13,"National Issues Convention 2","nic2.t1envir","13:9211","13:9211::nic2.t1envir","income","9211",0.806666660308838,0.712500000993411,0.703333330154419,0.724999996523062,0.755303027954969,0.715151511810043,FALSE,FALSE,0.0401515161449258,0.103333330154419,-0.0401515161449258,0.0124999955296515,-0.0124999955296515,0.0531594799158143,0.128099170622543,TRUE,TRUE,FALSE,TRUE,FALSE
13,13,"National Issues Convention 2","nic2.t1envir","13:9212","13:9212::nic2.t1envir","income","9212",0.711666667461395,0.733333334326744,0.694999998807907,0.695833325386047,0.723484849387949,0.695454540577802,FALSE,FALSE,-0.0280303088101475,-0.0166666686534882,0.0280303088101475,0.0375000089406968,-0.0375000089406968,-0.038743463437915,-0.0234192065127067,FALSE,FALSE,TRUE,TRUE,FALSE
13,13,"National Issues Convention 2","nic2.t1envir","13:9213","13:9213::nic2.t1envir","income","9213",0.649242430925369,0.858333349227905,0.677272731607611,0.808333337306976,0.694047627704484,0.705357147114617,FALSE,FALSE,0.0113095194101334,0.0280303006822413,-0.0113095194101334,0.0500000119209291,-0.0500000119209291,0.0369649672113332,0.079913601739774,TRUE,TRUE,FALSE,TRUE,FALSE
13,13,"National Issues Convention 2","nic2.t1envir","13:9214","13:9214::nic2.t1envir","income","9214",0.776388893524806,0.863888889551163,0.862500001986822,0.812037040789922,0.82888889114062,0.832222225268682,FALSE,FALSE,0.00333333412806203,0.0861111084620159,-0.00333333412806203,0.0518518487612406,-0.0518518487612406,0.0194805243813911,0.385093163838749,TRUE,TRUE,FALSE,TRUE,FALSE
13,13,"National Issues Convention 2","nic2.t1envir","13:9215","13:9215::nic2.t1envir","income","9215",0.770833333333333,0.834375008940697,0.774999996026357,0.78124999627471,0.807142862251827,0.778571424739701,FALSE,FALSE,-0.0285714375121253,0.00416666269302357,0.0285714375121253,0.053125012665987,-0.053125012665987,-0.0353982409414049,0.0181818008422847,FALSE,TRUE,TRUE,TRUE,FALSE
13,13,"National Issues Convention 2","nic2.t1envir","13:9216","13:9216::nic2.t1envir","income","9216",0.897222234143151,0.733333331346512,0.877777781751421,0.804999995231628,0.838690483144351,0.851785715137209,FALSE,FALSE,-0.0130952319928578,0.0194444523917304,0.0130952319928578,0.0716666638851167,-0.0716666638851167,-0.0811807774774773,0.0216718351951007,FALSE,TRUE,TRUE,TRUE,FALSE
13,13,"National Issues Convention 2","nic2.t1envir","13:9217","13:9217::nic2.t1envir","income","9217",0.745238099779402,0.751666676998139,0.760714292526245,0.790000009536743,0.747916673620542,0.772916674613953,FALSE,FALSE,0.0250000009934106,0.0154761927468435,-0.0250000009934106,-0.0383333325386046,0.0383333325386046,0.0991735603955749,0.0607476735471147,TRUE,TRUE,FALSE,FALSE,TRUE
13,13,"National Issues Convention 2","nic2.t1envir","13:9218","13:9218::nic2.t1envir","income","9218",0.716666668653488,0.776851849423514,0.675000011920929,0.802777771320608,0.758333332263506,0.763461537659168,FALSE,FALSE,0.00512820539566183,-0.0416666567325593,-0.00512820539566183,-0.0259259218970934,0.0259259218970934,0.0212201601639721,-0.0581395208609951,TRUE,FALSE,FALSE,FALSE,TRUE
13,13,"National Issues Convention 2","nic2.t1envir","13:9219","13:9219::nic2.t1envir","income","9219",0.671428569725582,0.847916662693024,0.696428567171097,0.865625001490116,0.765555552641551,0.786666665474574,FALSE,FALSE,0.0211111128330231,0.0249999974455153,-0.0211111128330231,-0.0177083387970925,0.0177083387970925,0.0900473995903418,0.0760869483528608,TRUE,TRUE,FALSE,FALSE,TRUE
13,13,"National Issues Convention 2","nic2.t1envir","13:9220","13:9220::nic2.t1envir","income","9220",0.919444451729457,0.853124998509884,0.772222230831782,0.834374997764826,0.881547621318272,0.807738097650664,FALSE,FALSE,0.0738095236676081,0.147222220897675,-0.0738095236676081,-0.018750000745058,0.018750000745058,0.0837272109670409,0.160120843212173,TRUE,TRUE,FALSE,FALSE,TRUE
13,13,"National Issues Convention 2","nic2.t1envir","13:9221","13:9221::nic2.t1envir","income","9221",0.803571437086378,0.695833345254262,0.821428571428571,0.700000010430813,0.753846163933094,0.765384620198837,FALSE,FALSE,-0.0115384562657429,-0.0178571343421935,0.0115384562657429,0.00416666517655051,-0.00416666517655051,-0.0468749805004326,-0.0909090515010591,FALSE,FALSE,TRUE,TRUE,FALSE
13,13,"National Issues Convention 2","nic2.t1envir","13:9222","13:9222::nic2.t1envir","income","9222",0.760000002384186,0.889999997615814,0.779999995231628,0.820000004768372,0.825,0.8,FALSE,FALSE,-0.025,0.0199999928474426,0.025,0.0699999928474425,-0.0699999928474425,-0.0303030303030303,0.0833333043588528,FALSE,TRUE,TRUE,TRUE,FALSE
13,13,"National Issues Convention 2","nic2.t1envir","13:9223","13:9223::nic2.t1envir","income","9223",0.76562499627471,0.740277767181396,0.803124994039536,0.655555561184883,0.754761898091861,0.739880951387542,FALSE,FALSE,0.0148809467043195,-0.0374999977648259,-0.0148809467043195,-0.0847222059965134,0.0847222059965134,0.0197160809812214,-0.159999987920126,TRUE,FALSE,FALSE,FALSE,TRUE
13,13,"National Issues Convention 2","nic2.t1envir","13:9224","13:9224::nic2.t1envir","income","9224",0.619444444775581,0.943333327770233,0.58333333581686,0.725,0.766666664318605,0.647727274081924,FALSE,FALSE,-0.118939390236681,-0.0361111089587212,0.118939390236681,0.218333327770233,-0.218333327770233,-0.155138335566464,-0.058295960619687,FALSE,FALSE,TRUE,TRUE,FALSE
13,13,"National Issues Convention 2","nic2.t1usseca","13:9201","13:9201::nic2.t1usseca","income","9201",0.816250003874302,0.836250007152557,0.803749993443489,0.852500006556511,0.82291667163372,0.819999997814496,FALSE,FALSE,-0.00291667381922411,-0.0125000104308131,0.00291667381922411,-0.0162499994039538,0.0162499994039538,-0.00354431246779057,-0.015313948387727,FALSE,FALSE,TRUE,FALSE,TRUE
13,13,"National Issues Convention 2","nic2.t1usseca","13:9202","13:9202::nic2.t1usseca","income","9202",0.758750002831221,0.806428585733686,0.752500005066395,0.852857146944318,0.781000008185704,0.799333337942759,FALSE,FALSE,0.0183333297570546,-0.00624999776482593,-0.0183333297570546,-0.0464285612106323,0.0464285612106323,0.0837138376361248,-0.00823722931335027,TRUE,FALSE,FALSE,FALSE,TRUE
13,13,"National Issues Convention 2","nic2.t1usseca","13:9203","13:9203::nic2.t1usseca","income","9203",0.784999996423721,0.680000010877848,0.821874991059303,0.723749998956919,0.732500003650785,0.772812495008111,FALSE,FALSE,-0.0403124913573263,-0.0368749946355819,0.0403124913573263,0.0437499880790708,-0.0437499880790708,-0.150700904327113,-0.171511600103296,FALSE,FALSE,TRUE,TRUE,FALSE
13,13,"National Issues Convention 2","nic2.t1usseca","13:9204","13:9204::nic2.t1usseca","income","9204",0.761000001430511,0.826874993741512,0.770999991893768,0.823750004172325,0.801538458237281,0.803461537911342,FALSE,FALSE,0.00192307967406058,0.00999999046325706,-0.00192307967406058,0.00312498956918716,-0.00312498956918716,0.00968993618098472,0.0418409645318453,TRUE,TRUE,FALSE,TRUE,FALSE
13,13,"National Issues Convention 2","nic2.t1usseca","13:9205","13:9205::nic2.t1usseca","income","9205",0.707142855439867,0.721666658918063,0.767857134342194,0.800000001986821,0.713846149352881,0.78269230402433,FALSE,FALSE,0.068846154671449,0.0607142789023264,-0.068846154671449,-0.0783333430687585,0.0783333430687585,0.24059139695572,0.207317048704816,TRUE,TRUE,FALSE,FALSE,TRUE
13,13,"National Issues Convention 2","nic2.t1usseca","13:9206","13:9206::nic2.t1usseca","income","9206",0.834374994039536,0.827500000596046,0.824374996125698,0.834999993443489,0.832083329558372,0.827916661898295,FALSE,FALSE,0.00416666766007745,0.00999999791383754,-0.00416666766007745,0.00749999284744252,-0.00749999284744252,0.00500751248350199,0.0119850163119386,TRUE,TRUE,FALSE,TRUE,FALSE
13,13,"National Issues Convention 2","nic2.t1usseca","13:9207","13:9207::nic2.t1usseca","income","9207",0.780795454978943,0.738999998569488,0.803636361252178,0.784999996423721,0.767734374850988,0.797812497243285,FALSE,FALSE,-0.0300781223922968,-0.022840906273235,0.0300781223922968,0.045999997854233,-0.045999997854233,-0.129498811427649,-0.104199054226001,FALSE,FALSE,TRUE,TRUE,FALSE
13,13,"National Issues Convention 2","nic2.t1usseca","13:9208","13:9208::nic2.t1usseca","income","9208",0.719999998807907,0.741000005602837,0.727857155459268,0.818999981880188,0.728750001639128,0.765833333134651,FALSE,FALSE,0.0370833314955233,0.00785715665136066,-0.0370833314955233,-0.0779999762773512,0.0779999762773512,0.136712743666776,0.0280612736353894,TRUE,TRUE,FALSE,FALSE,TRUE
13,13,"National Issues Convention 2","nic2.t1usseca","13:9209","13:9209::nic2.t1usseca","income","9209",0.892000007629394,0.808571432318006,0.831000006198883,0.850000006811959,0.843333338697751,0.842083339889844,FALSE,FALSE,0.00124999880790699,0.0610000014305111,-0.00124999880790699,0.041428574493953,-0.041428574493953,0.00148221201575785,0.0683856512430157,TRUE,TRUE,FALSE,TRUE,FALSE
13,13,"National Issues Convention 2","nic2.t1usseca","13:9210","13:9210::nic2.t1usseca","income","9210",0.763333333863152,0.821999990940094,0.750555548402998,0.823000013828278,0.784285711390632,0.77642857176917,FALSE,FALSE,-0.00785713962146206,-0.0127777854601542,0.00785713962146206,-0.00100002288818379,0.00100002288818379,-0.0100182108475882,-0.0167394569230812,FALSE,FALSE,TRUE,FALSE,TRUE
13,13,"National Issues Convention 2","nic2.t1usseca","13:9211","13:9211::nic2.t1usseca","income","9211",0.880000007152557,0.801666657129923,0.852999985218048,0.912499994039536,0.83727272532203,0.885454535484314,FALSE,FALSE,-0.0481818101622842,0.0270000219345093,0.0481818101622842,0.110833336909612,-0.110833336909612,-0.296089332643429,0.0306818428580178,FALSE,TRUE,TRUE,TRUE,FALSE
13,13,"National Issues Convention 2","nic2.t1usseca","13:9212","13:9212::nic2.t1usseca","income","9212",0.882000005245209,0.835833330949148,0.887000000476837,0.866666664679845,0.856818182901903,0.875909090042114,FALSE,FALSE,-0.0190909071402114,-0.00499999523162842,0.0190909071402114,0.0308333337306974,-0.0308333337306974,-0.133333320718592,-0.0423728428295154,FALSE,FALSE,TRUE,TRUE,FALSE
13,13,"National Issues Convention 2","nic2.t1usseca","13:9213","13:9213::nic2.t1usseca","income","9213",0.817727267742157,0.776666661103567,0.776818177916787,0.758333325386047,0.808928566319602,0.772857138088771,FALSE,FALSE,0.0360714282308306,0.0409090898253702,-0.0360714282308306,-0.0183333357175193,0.0183333357175193,0.0445916113396088,0.0500277921981557,TRUE,TRUE,FALSE,FALSE,TRUE
13,13,"National Issues Convention 2","nic2.t1usseca","13:9214","13:9214::nic2.t1usseca","income","9214",0.724166671435038,0.882222221957313,0.825833330551783,0.893333335717519,0.819000001748403,0.866333333651225,FALSE,FALSE,0.047333331902822,0.101666659116745,-0.047333331902822,-0.0111111137602065,0.0111111137602065,0.261510123536171,0.368580039423341,TRUE,TRUE,FALSE,FALSE,TRUE
13,13,"National Issues Convention 2","nic2.t1usseca","13:9215","13:9215::nic2.t1usseca","income","9215",0.85249999165535,0.88374999910593,0.787499994039535,0.886250004172325,0.870357138769967,0.843928571258272,FALSE,FALSE,-0.0264285675116949,-0.0649999976158143,0.0264285675116949,-0.00250000506639481,0.00250000506639481,-0.0303651987608731,-0.0762463322604848,FALSE,FALSE,TRUE,FALSE,TRUE
13,13,"National Issues Convention 2","nic2.t1usseca","13:9216","13:9216::nic2.t1usseca","income","9216",0.780555556217829,0.789999985694885,0.792222221692403,0.793999993801117,0.783928566745349,0.792857140302658,FALSE,FALSE,0.0089285735573088,0.0116666654745738,-0.0089285735573088,-0.0040000081062318,0.0040000081062318,0.0413223230059572,0.0531645516901519,TRUE,TRUE,FALSE,FALSE,TRUE
13,13,"National Issues Convention 2","nic2.t1usseca","13:9217","13:9217::nic2.t1usseca","income","9217",0.835714272090367,0.825999999046326,0.827857136726379,0.872000002861023,0.831666658322016,0.846249997615814,FALSE,FALSE,-0.0145833392937978,0.00785713536398747,0.0145833392937978,0.0460000038146974,-0.0460000038146974,-0.0866336944804156,0.00940170058880826,FALSE,TRUE,TRUE,TRUE,FALSE
13,13,"National Issues Convention 2","nic2.t1usseca","13:9218","13:9218::nic2.t1usseca","income","9218",0.810000002384186,0.831111113230387,0.698750004172325,0.856666670905219,0.824615386816172,0.808076927295098,FALSE,FALSE,-0.0165384595210737,-0.111249998211861,0.0165384595210737,-0.0255555576748316,0.0255555576748316,-0.0200559676492679,-0.137345676400498,FALSE,FALSE,TRUE,FALSE,TRUE
13,13,"National Issues Convention 2","nic2.t1usseca","13:9219","13:9219::nic2.t1usseca","income","9219",0.809285717351096,0.866875000298023,0.83571429337774,0.893958337605,0.840000001589457,0.866777783632278,FALSE,FALSE,0.0267777820428211,0.0264285760266438,-0.0267777820428211,-0.0270833373069762,0.0270833373069762,0.167361139430216,0.138576805363328,TRUE,TRUE,FALSE,FALSE,TRUE
13,13,"National Issues Convention 2","nic2.t1usseca","13:9220","13:9220::nic2.t1usseca","income","9220",0.697500000397364,0.870624996721745,0.791666666666667,0.871250003576279,0.796428569725582,0.837142859186445,FALSE,FALSE,0.0407142894608632,0.0941666662693021,-0.0407142894608632,-0.000625006854534149,0.000625006854534149,0.200000016731127,0.311294764935536,TRUE,TRUE,FALSE,FALSE,TRUE
13,13,"National Issues Convention 2","nic2.t1usseca","13:9221","13:9221::nic2.t1usseca","income","9221",0.814285721097674,0.71124999721845,0.832857140472957,0.825833330551783,0.766730771614955,0.8296153820478,FALSE,FALSE,-0.0628846104328447,-0.0185714193752833,0.0628846104328447,0.114583333333333,-0.114583333333333,-0.269579536350351,-0.099999954150271,FALSE,FALSE,TRUE,TRUE,FALSE
