"unique_id","poll_id","poll_name","group_id","freqgrp_grp","extgrp_grp","freqdis_grp","extdis_grp","extgrp_mir","extadv_mir"
"9113nh.t1endexp",12,"New Haven","9113",TRUE,0.0749999980131786,TRUE,0.287499994039536,-0.0749999980131786,0.03125
"9114nh.t1endexp",12,"New Haven","9114",FALSE,-0.285714285714286,FALSE,-0.0416666666666667,0.285714285714286,0.46875
"9115nh.t1endexp",12,"New Haven","9115",FALSE,-0.138461539378533,FALSE,-0.171875,0.138461539378533,0.0850000023841857
"9116nh.t1endexp",12,"New Haven","9116",TRUE,0.087499996026357,TRUE,0.0625,-0.087499996026357,-0.0999999940395355
"9202nic2.t1envir",13,"National Issues Convention 2","9202",TRUE,0.0761111120382946,FALSE,-0.074999988079071,-0.0761111120382946,-0.0869047620466777
"9203nic2.t1envir",13,"National Issues Convention 2","9203",FALSE,-0.00937499827705324,FALSE,-0.074999988079071,0.00937499827705324,-2.66092148315522e-10
"9204nic2.t1envir",13,"National Issues Convention 2","9204",FALSE,-0.0388888895511628,FALSE,-0.0699999988079072,0.0388888895511628,0.0233333349227904
"9205nic2.t1envir",13,"National Issues Convention 2","9205",FALSE,-0.0190476184444769,FALSE,-0.049999992052714,0.0190476184444769,0.0106060620058668
"9206nic2.t1envir",13,"National Issues Convention 2","9206",FALSE,-0.0153846184794719,FALSE,-0.0374999940395355,0.0153846184794719,0.00555556267499924
"9207nic2.t1envir",13,"National Issues Convention 2","9207",TRUE,0.0505208317190409,TRUE,0.0449999988079073,-0.0505208317190409,-0.0530303012241017
"9209nic2.t1envir",13,"National Issues Convention 2","9209",FALSE,-0.0529761931725911,FALSE,-0.170833319425583,0.0529761931725911,0.0333333387970924
"9210nic2.t1envir",13,"National Issues Convention 2","9210",FALSE,-0.00297618763787411,FALSE,-0.0138888756434123,0.00297618763787411,0
"9211nic2.t1envir",13,"National Issues Convention 2","9211",FALSE,-0.00952380576304024,FALSE,-0.216666664928198,0.00952380576304024,-0.0733333379030227
"9212nic2.t1envir",13,"National Issues Convention 2","9212",TRUE,0.0297619072454317,TRUE,0.102083332836628,-0.0297619072454317,-0.000833337008953272
"9213nic2.t1envir",13,"National Issues Convention 2","9213",TRUE,0.0338888863722483,TRUE,0.050000011920929,-0.0338888863722483,-0.0314102516724513
"9214nic2.t1envir",13,"National Issues Convention 2","9214",TRUE,0.00333333412806203,FALSE,-0.195833325386047,-0.00333333412806203,-0.0339743586686942
"9215nic2.t1envir",13,"National Issues Convention 2","9215",FALSE,-0.0285714375121253,FALSE,0,0.0285714375121253,0.036363647742705
"9216nic2.t1envir",13,"National Issues Convention 2","9216",TRUE,0.0130952319928578,TRUE,0.125,-0.0130952319928578,-0.00448717291538536
"9217nic2.t1envir",13,"National Issues Convention 2","9217",TRUE,0.0423076932246869,TRUE,0.0166666706403097,-0.0423076932246869,-0.0499999999999999
"9218nic2.t1envir",13,"National Issues Convention 2","9218",TRUE,0.00512820539566183,FALSE,-0.0069444365799427,-0.00512820539566183,-0.0154761842318942
"9219nic2.t1envir",13,"National Issues Convention 2","9219",TRUE,0.0182291697710752,FALSE,-0.074999988079071,-0.0182291697710752,-0.0244444469610851
"9220nic2.t1envir",13,"National Issues Convention 2","9220",TRUE,0.0738095236676081,TRUE,0.181249991059303,-0.0738095236676081,-0.0308333367109298
"9221nic2.t1envir",13,"National Issues Convention 2","9221",TRUE,0.0283333291610082,TRUE,0.027777761220932,-0.0283333291610082,-0.0284722211460272
"9222nic2.t1envir",13,"National Issues Convention 2","9222",FALSE,-0.00833333035310113,TRUE,0.0562500059604646,0.00833333035310113,0.0406249985098839
"9223nic2.t1envir",13,"National Issues Convention 2","9223",FALSE,-0.0148809467043195,TRUE,0.0437500029802322,0.0148809467043195,0.0383333265781401
"9224nic2.t1envir",13,"National Issues Convention 2","9224",FALSE,-0.109027774383624,FALSE,-0.174999982118607,0.109027774383624,0.095833332836628
"9202nic2.t1usseca",13,"National Issues Convention 2","9202",FALSE,-0.0183333297570546,TRUE,0.0799999833107,0.0183333297570546,0.0253571378333228
"9203nic2.t1usseca",13,"National Issues Convention 2","9203",FALSE,-0.0403124913573263,TRUE,0.0549999773502351,0.0403124913573263,0.0539285583155494
"9204nic2.t1usseca",13,"National Issues Convention 2","9204",FALSE,-0.0193333347638448,FALSE,-0.0120000004768372,0.0193333347638448,0.0230000019073486
"9205nic2.t1usseca",13,"National Issues Convention 2","9205",FALSE,-0.0610714278050831,TRUE,0.0616666674613954,0.0610714278050831,0.09454545378685
"9206nic2.t1usseca",13,"National Issues Convention 2","9206",TRUE,0.000769230035635227,TRUE,0.0162499994039538,-0.000769230035635227,0.00611111190583968
"9207nic2.t1usseca",13,"National Issues Convention 2","9207",FALSE,-0.0300781223922968,FALSE,-0.00700000524520883,0.0300781223922968,0.0405681756409731
"9209nic2.t1usseca",13,"National Issues Convention 2","9209",FALSE,-0.00178571684019913,FALSE,-0.0174999833106995,0.00178571684019913,-0.000833327571550857
"9210nic2.t1usseca",13,"National Issues Convention 2","9210",TRUE,0.00785713962146206,TRUE,0.106666644414265,-0.00785713962146206,0.0190909071402116
"9211nic2.t1usseca",13,"National Issues Convention 2","9211",FALSE,-0.0560714176722935,TRUE,0.0387500077486037,0.0560714176722935,0.0939999878406524
"9212nic2.t1usseca",13,"National Issues Convention 2","9212",TRUE,0.0442857146263121,TRUE,0.0225000083446503,-0.0442857146263121,-0.052999997138977
"9213nic2.t1usseca",13,"National Issues Convention 2","9213",FALSE,-0.012666666507721,FALSE,-0.069999992847443,0.012666666507721,0.0038461547631482
"9214nic2.t1usseca",13,"National Issues Convention 2","9214",FALSE,-0.047333331902822,FALSE,-0.00250002741813704,0.047333331902822,0.0542307633620042
"9215nic2.t1usseca",13,"National Issues Convention 2","9215",FALSE,-0.0264285675116949,FALSE,-0.038333336512248,0.0264285675116949,0.0231818123297258
"9216nic2.t1usseca",13,"National Issues Convention 2","9216",FALSE,-0.0089285735573088,TRUE,0.115000009536743,0.0089285735573088,0.0184615414876206
"9217nic2.t1usseca",13,"National Issues Convention 2","9217",FALSE,-0.0246153886501607,FALSE,-0.00666668017705296,0.0246153886501607,0.0300000011920929
"9218nic2.t1usseca",13,"National Issues Convention 2","9218",TRUE,0.0165384595210737,TRUE,0.0899999936421714,-0.0165384595210737,0.0464285697255814
"9219nic2.t1usseca",13,"National Issues Convention 2","9219",FALSE,-0.0444791708141564,TRUE,0.024999976158143,0.0444791708141564,0.049111113945643
"9220nic2.t1usseca",13,"National Issues Convention 2","9220",FALSE,-0.0407142894608632,TRUE,0.0474999845027925,0.0407142894608632,0.0759999990463256
"9221nic2.t1usseca",13,"National Issues Convention 2","9221",FALSE,-0.0668333331743876,TRUE,0.00916665792465199,0.0668333331743876,0.0858333309491474
"9222nic2.t1usseca",13,"National Issues Convention 2","9222",TRUE,0.0195833444595338,TRUE,0.108750000596047,-0.0195833444595338,0.0249999836087228
"9223nic2.t1usseca",13,"National Issues Convention 2","9223",TRUE,0.0505357044083732,TRUE,0.0524999797344208,-0.0505357044083732,-0.0497499942779541
"9224nic2.t1usseca",13,"National Issues Convention 2","9224",FALSE,-0.000833322604497311,TRUE,0.012499988079071,0.000833322604497311,0.00349998474121105
"9202nic2.t1humrh2",13,"National Issues Convention 2","9202",TRUE,1.98682148511153e-09,TRUE,0.100000023841858,-1.98682148511153e-09,0.00714285671710968
"9203nic2.t1humrh2",13,"National Issues Convention 2","9203",TRUE,0.0250000022351742,TRUE,0.25,-0.0250000022351742,0.00714285458837238
"9204nic2.t1humrh2",13,"National Issues Convention 2","9204",FALSE,-5.9604644553346e-09,FALSE,-5.9604644553346e-09,5.9604644553346e-09,5.9604644553346e-09
"9205nic2.t1humrh2",13,"National Issues Convention 2","9205",TRUE,0.121428572705814,TRUE,0.166666666666667,-0.121428572705814,-0.10909091071649
"9206nic2.t1humrh2",13,"National Issues Convention 2","9206",FALSE,-0.0230769171164587,TRUE,0.0749999955296515,0.0230769171164587,0.0666666560702853
"9207nic2.t1humrh2",13,"National Issues Convention 2","9207",TRUE,4.65661287307739e-09,FALSE,-0.0799999922513962,-4.65661287307739e-09,-0.0363636396147988
"9209nic2.t1humrh2",13,"National Issues Convention 2","9209",TRUE,3.19310589080857e-09,TRUE,0.0999999940395355,-3.19310589080857e-09,0.0166666619479656
"9210nic2.t1humrh2",13,"National Issues Convention 2","9210",FALSE,-0.021428570151329,TRUE,0.23333332935969,0.021428570151329,0.0909090881997889
"9211nic2.t1humrh2",13,"National Issues Convention 2","9211",TRUE,0.0285714311259133,TRUE,7.45058048590153e-09,-0.0285714311259133,-0.0400000005960465
"9212nic2.t1humrh2",13,"National Issues Convention 2","9212",TRUE,1.17080553030391e-08,TRUE,0.17500001937151,-1.17080553030391e-08,0.0699999913573265
"9213nic2.t1humrh2",13,"National Issues Convention 2","9213",FALSE,-0.0866666714350383,FALSE,-0.050000011920929,0.0866666714350383,0.0923076959756703
"9214nic2.t1humrh2",13,"National Issues Convention 2","9214",FALSE,-0.0933333237965901,TRUE,2.98023223876953e-08,0.0933333237965901,0.107692301273346
"9215nic2.t1humrh2",13,"National Issues Convention 2","9215",FALSE,-0.0857142901846342,FALSE,0,0.0857142901846342,0.109090914780444
"9216nic2.t1humrh2",13,"National Issues Convention 2","9216",TRUE,0.0714285799435208,TRUE,0.199999988079071,-0.0714285799435208,-0.0615384716254015
"9217nic2.t1humrh2",13,"National Issues Convention 2","9217",FALSE,-0.0461538342329172,FALSE,-0.0999999841054281,0.0461538342329172,0.029999989271164
"9218nic2.t1humrh2",13,"National Issues Convention 2","9218",FALSE,-0.0769230746305906,FALSE,-0.149999991059303,0.0769230746305906,0.0142857176916941
"9219nic2.t1humrh2",13,"National Issues Convention 2","9219",TRUE,1.86264503820865e-09,FALSE,0,-1.86264503820865e-09,-1.98682148511153e-09
"9220nic2.t1humrh2",13,"National Issues Convention 2","9220",FALSE,-0.0714285671710968,TRUE,1.490116130487e-08,0.0714285671710968,0.1
"9221nic2.t1humrh2",13,"National Issues Convention 2","9221",FALSE,-0.0333333318432172,FALSE,-0.099999984105428,0.0333333318432172,0.0166666687776644
"9222nic2.t1humrh2",13,"National Issues Convention 2","9222",FALSE,-0.0749999955296516,TRUE,0.0750000067055225,0.0749999955296516,0.149999996647239
"9223nic2.t1humrh2",13,"National Issues Convention 2","9223",TRUE,0.0500000012772425,TRUE,0.0999999940395355,-0.0500000012772425,-0.0300000041723252
"9224nic2.t1humrh2",13,"National Issues Convention 2","9224",TRUE,0.0083333278695743,TRUE,0.149999976158142,-0.0083333278695743,0.0200000017881393
"9202nic2.t1multi",13,"National Issues Convention 2","9202",TRUE,0.0536904851595564,TRUE,0.0364583730697641,-0.0536904851595564,-0.0549213503088273
"9203nic2.t1multi",13,"National Issues Convention 2","9203",FALSE,-0.0871961805969477,TRUE,0.00647321343421914,0.0871961805969477,0.1005775226014
"9204nic2.t1multi",13,"National Issues Convention 2","9204",TRUE,0.0646494805812835,TRUE,0.0958630979061126,-0.0646494805812835,-0.049042671918869
"9205nic2.t1multi",13,"National Issues Convention 2","9205",TRUE,0.0404166664396014,TRUE,0.122569441795349,-0.0404166664396014,-0.0180113640698519
"9206nic2.t1multi",13,"National Issues Convention 2","9206",TRUE,0.00418956004656301,TRUE,0.0556175708770755,-0.00418956004656301,0.018667333655887
"9207nic2.t1multi",13,"National Issues Convention 2","9207",TRUE,0.0543433874845508,TRUE,0.0878571510314942,-0.0543433874845508,-0.0391098585995765
"9209nic2.t1multi",13,"National Issues Convention 2","9209",FALSE,-0.0524872413703374,FALSE,-0.0192708075046534,0.0524872413703374,0.0580233136812848
"9210nic2.t1multi",13,"National Issues Convention 2","9210",TRUE,0.0538407010691506,TRUE,0.0698908766110741,-0.0538407010691506,-0.049463380466808
"9211nic2.t1multi",13,"National Issues Convention 2","9211",TRUE,0.074804425239563,TRUE,0.038430064916611,-0.074804425239563,-0.0893541693687439
"9212nic2.t1multi",13,"National Issues Convention 2","9212",FALSE,-0.0275276345866067,TRUE,0.00640626251697585,0.0275276345866067,0.0411011934280398
"9213nic2.t1multi",13,"National Issues Convention 2","9213",TRUE,0.0391567428906761,TRUE,0.0625,-0.0391567428906761,-0.0355654725661647
"9214nic2.t1multi",13,"National Issues Convention 2","9214",TRUE,0.0508961598078411,TRUE,0.22187501192093,-0.0508961598078411,-0.0245917210212122
"9215nic2.t1multi",13,"National Issues Convention 2","9215",FALSE,-0.00592049317700516,TRUE,0.073561509450277,0.00592049317700516,0.0275974029844457
"9216nic2.t1multi",13,"National Issues Convention 2","9216",TRUE,0.0744154027530127,TRUE,0.0812500119209291,-0.0744154027530127,-0.0738896635862498
"9217nic2.t1multi",13,"National Issues Convention 2","9217",TRUE,0.0711653049175559,TRUE,0.101339300473531,-0.0711653049175559,-0.0621131062507632
"9218nic2.t1multi",13,"National Issues Convention 2","9218",FALSE,-0.0226381237690265,FALSE,-0.0426835318406424,0.0226381237690265,0.0054563454219273
"9219nic2.t1multi",13,"National Issues Convention 2","9219",FALSE,-0.049383068457246,TRUE,0.065476179122925,0.049383068457246,0.0570403516292575
"9220nic2.t1multi",13,"National Issues Convention 2","9220",FALSE,-0.0731753025736126,TRUE,0.0122519880533217,0.0731753025736126,0.107346218824386
"9221nic2.t1multi",13,"National Issues Convention 2","9221",TRUE,0.0811541095376016,TRUE,0.145502666632335,-0.0811541095376016,-0.0650669702639184
"9222nic2.t1multi",13,"National Issues Convention 2","9222",TRUE,0.0513186256090802,TRUE,0.161123514175415,-0.0513186256090802,0.00358381867408741
"9223nic2.t1multi",13,"National Issues Convention 2","9223",TRUE,0.0939944812229703,TRUE,0.191220238804818,-0.0939944812229703,-0.0551041781902314
"9224nic2.t1multi",13,"National Issues Convention 2","9224",TRUE,0.0549842889110248,TRUE,0.033749982714653,-0.0549842889110248,-0.0592311501502991
"9202nic2.t1inter",13,"National Issues Convention 2","9202",TRUE,0.0845238095238096,TRUE,1,-0.0845238095238096,-0.0178571428571428
"9203nic2.t1inter",13,"National Issues Convention 2","9203",TRUE,0.046875,TRUE,0.375,-0.046875,0
"9204nic2.t1inter",13,"National Issues Convention 2","9204",FALSE,-0.127380952380952,FALSE,-0.15,0.127380952380952,0.111111111111111
"9205nic2.t1inter",13,"National Issues Convention 2","9205",TRUE,0.196428571428571,TRUE,0.416666666666667,-0.196428571428571,-0.136363636363636
"9206nic2.t1inter",13,"National Issues Convention 2","9206",FALSE,-0.0016025641025641,TRUE,0.1875,0.0016025641025641,0.0798611111111112
"9207nic2.t1inter",13,"National Issues Convention 2","9207",TRUE,0.171875,TRUE,0.15,-0.171875,-0.181818181818182
"9209nic2.t1inter",13,"National Issues Convention 2","9209",FALSE,-0.0178571428571429,TRUE,0.25,0.0178571428571429,0.0625
"9210nic2.t1inter",13,"National Issues Convention 2","9210",TRUE,0.214285714285714,TRUE,0.25,-0.214285714285714,-0.204545454545455
"9211nic2.t1inter",13,"National Issues Convention 2","9211",TRUE,0.125,TRUE,0.0625,-0.125,-0.15
"9212nic2.t1inter",13,"National Issues Convention 2","9212",TRUE,0.160714285714286,TRUE,0.0625,-0.160714285714286,-0.2
"9213nic2.t1inter",13,"National Issues Convention 2","9213",FALSE,-0.2,TRUE,0.125,0.2,0.25
"9214nic2.t1inter",13,"National Issues Convention 2","9214",FALSE,-0.108333333333333,FALSE,0,0.108333333333333,0.123397435897436
"9215nic2.t1inter",13,"National Issues Convention 2","9215",FALSE,-0.0357142857142858,FALSE,-0.0833333333333334,0.0357142857142858,0.0227272727272727
"9216nic2.t1inter",13,"National Issues Convention 2","9216",TRUE,0.107142857142857,TRUE,0.25,-0.107142857142857,-0.0961538461538461
"9217nic2.t1inter",13,"National Issues Convention 2","9217",FALSE,-0.192307692307692,FALSE,0,0.192307692307692,0.25
"9218nic2.t1inter",13,"National Issues Convention 2","9218",FALSE,0,FALSE,-0.125,0,-0.107142857142857
"9219nic2.t1inter",13,"National Issues Convention 2","9219",TRUE,0.046875,FALSE,-0.25,-0.046875,-0.0666666666666667
"9220nic2.t1inter",13,"National Issues Convention 2","9220",TRUE,0.0934065934065934,TRUE,0.1875,-0.0934065934065934,-0.0527777777777778
"9221nic2.t1inter",13,"National Issues Convention 2","9221",TRUE,0.15,TRUE,0.25,-0.15,-0.125
"9222nic2.t1inter",13,"National Issues Convention 2","9222",TRUE,0.145833333333333,TRUE,0.0625,-0.145833333333333,-0.1875
"9223nic2.t1inter",13,"National Issues Convention 2","9223",TRUE,0.125,TRUE,0.1875,-0.125,-0.1
"9224nic2.t1inter",13,"National Issues Convention 2","9224",TRUE,0.00946969696969702,FALSE,-0.125,-0.00946969696969702,-0.0361111111111112
"9202nic2.t1global",13,"National Issues Convention 2","9202",FALSE,-0.0479444364706675,FALSE,-0.0375000238418579,0.0479444364706675,0.0486904659441539
"9203nic2.t1global",13,"National Issues Convention 2","9203",TRUE,0.0521527845412495,TRUE,0.0597222447395329,-0.0521527845412495,-0.0510714330843519
"9204nic2.t1global",13,"National Issues Convention 2","9204",FALSE,-0.0738888839880624,FALSE,-0.0577777683734889,0.0738888839880624,0.0819444417953492
"9205nic2.t1global",13,"National Issues Convention 2","9205",TRUE,0.128273812787873,TRUE,0.14851850271225,-0.128273812787873,-0.122752533717589
"9206nic2.t1global",13,"National Issues Convention 2","9206",FALSE,-0.131047010421753,FALSE,-0.178472213447094,0.131047010421753,0.10996914241049
"9207nic2.t1global",13,"National Issues Convention 2","9207",TRUE,0.0966145759448408,TRUE,0.0947222262620925,-0.0966145759448408,-0.0974747348915445
"9209nic2.t1global",13,"National Issues Convention 2","9209",TRUE,0.0832738120641027,FALSE,-0.05416664481163,-0.0832738120641027,-0.106180554876725
"9210nic2.t1global",13,"National Issues Convention 2","9210",TRUE,0.089246030364718,FALSE,-0.0194444259007767,-0.089246030364718,-0.118888882073489
"9211nic2.t1global",13,"National Issues Convention 2","9211",TRUE,0.142956352659634,TRUE,0.119444437325001,-0.142956352659634,-0.152361118793488
"9212nic2.t1global",13,"National Issues Convention 2","9212",FALSE,-0.100476196834019,FALSE,-0.151666648685932,0.100476196834019,0.080000016093254
"9213nic2.t1global",13,"National Issues Convention 2","9213",FALSE,-0.151370360329747,FALSE,-0.222222223877907,0.151370360329747,0.14047007363003
"9214nic2.t1global",13,"National Issues Convention 2","9214",TRUE,0.148129634062449,FALSE,-0.0638888776302334,-0.148129634062449,-0.180747866630554
"9215nic2.t1global",13,"National Issues Convention 2","9215",TRUE,0.0638888925313947,TRUE,0.180092593034108,-0.0638888925313947,-0.0321969742124729
"9216nic2.t1global",13,"National Issues Convention 2","9216",TRUE,0.0482142865657806,TRUE,0.191666662693023,-0.0482142865657806,-0.0371794884021466
"9217nic2.t1global",13,"National Issues Convention 2","9217",FALSE,-0.0730341764596792,FALSE,-0.069444417953491,0.0730341764596792,0.0741111040115358
"9218nic2.t1global",13,"National Issues Convention 2","9218",TRUE,0.0210042687562796,FALSE,-0.0366666664679846,-0.0210042687562796,-0.0704364989485059
"9219nic2.t1global",13,"National Issues Convention 2","9219",TRUE,0.0660590194165706,FALSE,-0.011111080646515,-0.0660590194165706,-0.0712036927541095
"9220nic2.t1global",13,"National Issues Convention 2","9220",FALSE,-0.140476190618106,TRUE,0.0152777954936028,0.140476190618106,0.20277778506279
"9221nic2.t1global",13,"National Issues Convention 2","9221",TRUE,0.0931481550137202,TRUE,0.091851860284805,-0.0931481550137202,-0.093472228695949
"9222nic2.t1global",13,"National Issues Convention 2","9222",TRUE,0.175486102079352,TRUE,0.206249983981252,-0.175486102079352,-0.160104161128402
"9223nic2.t1global",13,"National Issues Convention 2","9223",FALSE,-0.0702380921159471,TRUE,0.0262500122189523,0.0702380921159471,0.108833333849907
"9224nic2.t1global",13,"National Issues Convention 2","9224",FALSE,-0.0152777805924414,TRUE,0.0111111104488375,0.0152777805924414,0.0205555588006971
"9202nic2.t1demo",13,"National Issues Convention 2","9202",FALSE,-0.0675925960143405,TRUE,0.0361111164093021,0.0675925960143405,0.0750000040446007
"9203nic2.t1demo",13,"National Issues Convention 2","9203",TRUE,0.0520138889551165,TRUE,0.020833343267441,-0.0520138889551165,-0.0564682526247843
"9204nic2.t1demo",13,"National Issues Convention 2","9204",TRUE,0.0267407457033794,TRUE,0.0591111302375792,-0.0267407457033794,-0.0105555534362792
"9205nic2.t1demo",13,"National Issues Convention 2","9205",FALSE,-0.0575396801744187,TRUE,0.0490740537643436,0.0575396801744187,0.0866161530668085
"9206nic2.t1demo",13,"National Issues Convention 2","9206",TRUE,0.0536324771550987,TRUE,0.0840277820825576,-0.0536324771550987,-0.0401234527428947
"9207nic2.t1demo",13,"National Issues Convention 2","9207",TRUE,0.115625001490116,TRUE,0.0833333313465119,-0.115625001490116,-0.130303033373573
"9209nic2.t1demo",13,"National Issues Convention 2","9209",FALSE,-0.0309523854936873,TRUE,0.180555567145348,0.0309523854936873,0.0662037109335264
"9210nic2.t1demo",13,"National Issues Convention 2","9210",TRUE,0.0287698427481311,TRUE,0.0407407507300373,-0.0287698427481311,-0.0255050496621566
"9211nic2.t1demo",13,"National Issues Convention 2","9211",TRUE,0.0731746022190367,FALSE,-0.0784722194075582,-0.0731746022190367,-0.133833330869675
"9212nic2.t1demo",13,"National Issues Convention 2","9212",TRUE,0.028611108660698,TRUE,0.0418055653572084,-0.028611108660698,-0.0233333259820938
"9213nic2.t1demo",13,"National Issues Convention 2","9213",FALSE,-0.103518512845039,TRUE,0.163888901472092,0.103518512845039,0.144658115047675
"9214nic2.t1demo",13,"National Issues Convention 2","9214",TRUE,0.111481476823489,FALSE,-0.0694444477558129,-0.111481476823489,-0.139316234451074
"9215nic2.t1demo",13,"National Issues Convention 2","9215",FALSE,-0.0413888841867445,TRUE,0.0814814964930217,0.0413888841867445,0.074898988008499
"9216nic2.t1demo",13,"National Issues Convention 2","9216",FALSE,-0.0158730106694358,TRUE,0.100000023841858,0.0158730106694358,0.0247863210164585
"9217nic2.t1demo",13,"National Issues Convention 2","9217",FALSE,-0.0497863200994638,TRUE,0.00648146867752064,0.0497863200994638,0.0666666567325592
"9218nic2.t1demo",13,"National Issues Convention 2","9218",FALSE,-0.0651709506144891,FALSE,-0.0393518557151159,0.0651709506144891,0.0873016033853804
"9219nic2.t1demo",13,"National Issues Convention 2","9219",FALSE,-0.112291648983955,FALSE,-0.0527777671813969,0.112291648983955,0.116259241104126
"9220nic2.t1demo",13,"National Issues Convention 2","9220",TRUE,0.106746032834053,TRUE,0.11180555075407,-0.106746032834053,-0.104722225666046
"9221nic2.t1demo",13,"National Issues Convention 2","9221",TRUE,0.0867407480875652,TRUE,0.166666676600774,-0.0867407480875652,-0.0667592659592628
"9222nic2.t1demo",13,"National Issues Convention 2","9222",TRUE,0.123194433748722,TRUE,0.107222195714712,-0.123194433748722,-0.131180552765727
"9223nic2.t1demo",13,"National Issues Convention 2","9223",TRUE,0.0450992158481053,TRUE,0.0800694525241853,-0.0450992158481053,-0.0311111211776733
"9224nic2.t1demo",13,"National Issues Convention 2","9224",TRUE,0.0171296298503876,TRUE,0.166666656732559,-0.0171296298503876,0.0127777755260468
"9202nic2.t1forai1",13,"National Issues Convention 2","9202",TRUE,0.126190476190476,FALSE,0,-0.126190476190476,-0.134615384615385
"9203nic2.t1forai1",13,"National Issues Convention 2","9203",FALSE,-0.3125,TRUE,0.25,0.3125,0.395604395604396
"9204nic2.t1forai1",13,"National Issues Convention 2","9204",TRUE,0.304761904761905,TRUE,0.2,-0.304761904761905,-0.355555555555556
"9205nic2.t1forai1",13,"National Issues Convention 2","9205",TRUE,0.383116883116883,TRUE,0.5,-0.383116883116883,-0.346590909090909
"9206nic2.t1forai1",13,"National Issues Convention 2","9206",TRUE,0.397435897435897,TRUE,0.375,-0.397435897435897,-0.402777777777778
"9207nic2.t1forai1",13,"National Issues Convention 2","9207",TRUE,0.15625,FALSE,0,-0.15625,-0.227272727272727
"9209nic2.t1forai1",13,"National Issues Convention 2","9209",FALSE,0,FALSE,0,0,0
"9210nic2.t1forai1",13,"National Issues Convention 2","9210",TRUE,0.326923076923077,TRUE,0.333333333333333,-0.326923076923077,-0.318181818181818
"9211nic2.t1forai1",13,"National Issues Convention 2","9211",TRUE,0.25,TRUE,0.125,-0.25,-0.3
