"poll_id","source_poll_id","poll_name","issue_id","group_key","pair_id","dimension","group_id","adv_t1","dis_t1","adv_t2","dis_t2","grp_t1","grp_t2","disadvantaged_share","n_eligible","reference_tie","no_group_movement","ext_grp","ext_dis","ext_grp_mir","ext_adv_mir","ext_adv","adv_t1_paired","dis_t1_paired","adv_t2_paired","dis_t2_paired","grp_t1_paired","grp_t2_paired","disadvantaged_share_paired","n_eligible_paired","reference_tie_paired","no_group_movement_paired","ext_grp_paired","ext_dis_paired","ext_grp_mir_paired","ext_adv_mir_paired","ext_adv_paired","freqgrp_grp","freqdis_grp","freqgrp_mir","freqadv_mir","freqadv_grp"
12,91,"New Haven","nh.t1manvol","12:9101","12:9101::nh.t1manvol","triple","9101",0.4375,0.5625,0.166666666666667,0.375,0.46875,0.21875,0.25,4,FALSE,FALSE,0.25,0.1875,-0.25,-0.270833333333333,0.270833333333333,0.4375,0.5625,0.166666666666667,0.375,0.46875,0.21875,0.25,4,FALSE,FALSE,0.25,0.1875,-0.25,-0.270833333333333,0.270833333333333,TRUE,TRUE,FALSE,FALSE,TRUE
12,91,"New Haven","nh.t1manvol","12:9103","12:9103::nh.t1manvol","triple","9103",0.5,0.40625,0.1875,0.21875,0.4375,0.208333333333333,0.666666666666667,6,FALSE,FALSE,-0.229166666666667,-0.1875,0.229166666666667,0.3125,-0.3125,0.5,0.40625,0.1875,0.21875,0.4375,0.208333333333333,0.666666666666667,6,FALSE,FALSE,-0.229166666666667,-0.1875,0.229166666666667,0.3125,-0.3125,FALSE,FALSE,TRUE,TRUE,FALSE
12,91,"New Haven","nh.t1manvol","12:9104","12:9104::nh.t1manvol","triple","9104",0.375,0.46875,0.270833333333333,0.364583333333333,0.4375,0.333333333333333,0.666666666666667,9,FALSE,FALSE,0.104166666666667,0.104166666666667,-0.104166666666667,-0.104166666666667,0.104166666666667,0.375,0.46875,0.270833333333333,0.364583333333333,0.4375,0.333333333333333,0.666666666666667,9,FALSE,FALSE,0.104166666666667,0.104166666666667,-0.104166666666667,-0.104166666666667,0.104166666666667,TRUE,TRUE,FALSE,FALSE,TRUE
12,91,"New Haven","nh.t1manvol","12:9108","12:9108::nh.t1manvol","triple","9108",0.46875,0.421875,0.40625,0.390625,0.4453125,0.3984375,0.5,8,FALSE,FALSE,-0.046875,-0.03125,0.046875,0.0625,-0.0625,0.46875,0.421875,0.40625,0.390625,0.4453125,0.3984375,0.5,8,FALSE,FALSE,-0.046875,-0.03125,0.046875,0.0625,-0.0625,FALSE,FALSE,TRUE,TRUE,FALSE
12,91,"New Haven","nh.t1manvol","12:9109","12:9109::nh.t1manvol","triple","9109",0.1875,0.446428571428571,0.375,0.321428571428571,0.4140625,0.328125,0.875,8,FALSE,FALSE,0.0859375,0.125,-0.0859375,0.1875,-0.1875,0.1875,0.446428571428571,0.375,0.321428571428571,0.4140625,0.328125,0.875,8,FALSE,FALSE,0.0859375,0.125,-0.0859375,0.1875,-0.1875,TRUE,TRUE,FALSE,TRUE,FALSE
12,91,"New Haven","nh.t1manvol","12:9110","12:9110::nh.t1manvol","triple","9110",0.4375,0.4375,0.25,0.34375,0.4375,0.2875,0.4,5,TRUE,FALSE,NA,NA,NA,NA,NA,0.4375,0.4375,0.25,0.34375,0.4375,0.2875,0.4,5,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,91,"New Haven","nh.t1manvol","12:9111","12:9111::nh.t1manvol","triple","9111",0.125,0.40625,0.1875,0.2109375,0.35,0.20625,0.8,10,FALSE,FALSE,0.14375,0.1953125,-0.14375,0.0625,-0.0625,0.125,0.40625,0.1875,0.2109375,0.35,0.20625,0.8,10,FALSE,FALSE,0.14375,0.1953125,-0.14375,0.0625,-0.0625,TRUE,TRUE,FALSE,TRUE,FALSE
12,91,"New Haven","nh.t1manvol","12:9112","12:9112::nh.t1manvol","triple","9112",0.0625,0.475,0,0.3125,0.40625,0.260416666666667,0.833333333333333,6,FALSE,FALSE,0.145833333333333,0.1625,-0.145833333333333,-0.0625,0.0625,0.0625,0.475,0,0.3125,0.40625,0.260416666666667,0.833333333333333,6,FALSE,FALSE,0.145833333333333,0.1625,-0.145833333333333,-0.0625,0.0625,TRUE,TRUE,FALSE,FALSE,TRUE
12,91,"New Haven","nh.t1manvol","12:9113","12:9113::nh.t1manvol","triple","9113",0.4375,0.4375,0.1875,0.325,0.4375,0.302083333333333,0.833333333333333,6,TRUE,FALSE,NA,NA,NA,NA,NA,0.4375,0.4375,0.1875,0.325,0.4375,0.302083333333333,0.833333333333333,6,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,91,"New Haven","nh.t1manvol","12:9114","12:9114::nh.t1manvol","triple","9114",0.375,0.475,0.5625,0.4125,0.446428571428571,0.455357142857143,0.714285714285714,7,FALSE,FALSE,-0.0089285714285714,0.0625,0.0089285714285714,0.1875,-0.1875,0.375,0.475,0.5625,0.4125,0.446428571428571,0.455357142857143,0.714285714285714,7,FALSE,FALSE,-0.0089285714285714,0.0625,0.0089285714285714,0.1875,-0.1875,FALSE,TRUE,TRUE,TRUE,FALSE
